CARACTERÍSTICAS ESCOLA CÓDIGO DA ENTIDADE,NOME DA ENTIDADE,SIGLA DA UF,MUNICÍPIO,DEPENDÊNCIA ADMINISTRATIVA,LOCALIZAÇÃO,NÚMERO DE ALUNOS NO CENSO,PORTE DA ESCOLA,NÚMERO DE PARTICIPANTES NO ENEM,TAXA DE PARTICPAÇÃO,NÚMERO DE PARTICIPANTES COM NECESSIDADES ESPECIAIS,INDICADORES INDICADOR DE PERMANENCIA NA ESCOLA,INDICADOR NÍVEL SOCIOECONÔMICO,FAIXA - INDICADOR DE FORMAÇÃO DOCENTE,INDICADOR DE FORMAÇÃO DOCENTE,TAXA DE APROVAÇÃO,TAXA DE REPROVAÇÃO,TAXA DE ABANDONO,"DESEMPENHO  LINGUAGENS, CÓDIGOS E SUAS TECNOLOGIAS MÉDIA DOS 30 MELHORES ALUNOS DA ESCOLA",MÉDIA,Percentual alunos NÍVEL 1,Percentual alunos NÍVEL 2,Percentual alunos NÍVEL 3,Percentual alunos NÍVEL 4,Percentual alunos NÍVEL 5
1.2018422E7,ESC SANTA LUCIA III,AC,ACRELANDIA,Estadual,Rural,19.0,De 1 a 30 alunos,11.0,57.89473684210527,0.0,80% ou mais,Médio Baixo,Até 50%,28.6,93.9,3.7,2.4,,447.93636363636364,45.45454545454545,45.45454545454545,9.090909090909092,0.0,0.0
1.2021768E7,ESC MARCILIO PONTES DOS SANTOS,AC,ACRELANDIA,Estadual,Urbana,125.0,Mais que 90 alunos,79.0,63.2,1.0,80% ou mais,Médio,Até 50%,43.8,65.4,11.1,23.5,532.7933333333333,468.8556962025317,35.44303797468354,54.43037974683544,10.126582278481013,0.0,0.0
1.2015946E7,ESC PROF IRIS CELIA CABANELLAS ZANNINI,AC,ASSIS BRASIL,Estadual,Urbana,50.0,De 31 a 60 alunos,29.0,57.99999999999999,1.0,De 60% a 80%,Médio Baixo,Até 50%,26.4,79.3,13.6,7.1,,451.54137931034484,51.724137931034484,41.37931034482759,6.896551724137931,0.0,0.0
1.2009369E7,ESC SAO JOAO BATISTA,AC,BUJARI,Estadual,Urbana,96.0,Mais que 90 alunos,59.0,61.458333333333336,1.0,De 60% a 80%,Médio Baixo,Maior que 50%,51.3,79.4,17.2,3.4,509.6533333333333,461.89661016949157,44.06779661016949,50.847457627118644,5.084745762711865,0.0,0.0
1.2009725E7,ESC ARGENTINA PEREIRA FEITOSA,AC,CAPIXABA,Estadual,Urbana,66.0,De 61 a 90 alunos,48.0,72.72727272727273,0.0,De 60% a 80%,Médio,Maior que 50%,52.9,87.6,6.5,5.9,498.0833333333333,466.48541666666665,41.66666666666667,54.166666666666664,4.166666666666666,0.0,0.0
1.2000906E7,ESC JUAREZ IBERNON,AC,CRUZEIRO DO SUL,Estadual,Rural,49.0,De 31 a 60 alunos,30.0,61.224489795918366,0.0,80% ou mais,Médio Baixo,Maior que 50%,53.8,79.7,8.7,11.6,462.0566666666667,462.0566666666667,36.666666666666664,63.33333333333333,0.0,0.0,0.0
1.200093E7,ESC MANOEL BRAZ DE MELO,AC,CRUZEIRO DO SUL,Estadual,Rural,77.0,De 61 a 90 alunos,40.0,51.94805194805194,0.0,80% ou mais,Médio Baixo,Até 50%,40.3,95.9,2.4,1.7,503.5133333333334,479.03000000000003,27.500000000000004,60.0,12.5,0.0,0.0
1.2001015E7,ESC MARIA DE NAZARE SANTIAGO,AC,CRUZEIRO DO SUL,Estadual,Rural,39.0,De 31 a 60 alunos,22.0,56.41025641025641,0.0,De 60% a 80%,Médio Baixo,Até 50%,46.2,87.4,3.7,8.9,,446.0136363636364,40.909090909090914,59.09090909090909,0.0,0.0,0.0
1.2029718E7,ESC MAGIA DO SABER,AC,CRUZEIRO DO SUL,Estadual,Rural,22.0,De 1 a 30 alunos,11.0,50.0,0.0,80% ou mais,Sem informação,Até 50%,2.8,100.0,0.0,0.0,,426.77272727272725,72.72727272727273,27.27272727272727,0.0,0.0,0.0
1.2000213E7,ESC ANSELMO MAIA DE CARVALHO,AC,CRUZEIRO DO SUL,Estadual,Urbana,98.0,Mais que 90 alunos,49.0,50.0,0.0,De 40% a 60%,Médio Baixo,Até 50%,29.8,98.2,1.8,0.0,501.12333333333333,460.3489795918367,40.816326530612244,51.02040816326531,8.16326530612245,0.0,0.0
1.200045E7,ESC CRAVEIRO COSTA,AC,CRUZEIRO DO SUL,Estadual,Urbana,277.0,Mais que 90 alunos,144.0,51.985559566786996,0.0,De 60% a 80%,Médio Baixo,Até 50%,31.6,73.2,14.2,12.6,532.9533333333334,454.7472222222222,43.75,51.388888888888886,4.861111111111112,0.0,0.0
1.2000914E7,ESC MADRE ADELGUNDES BECKER,AC,CRUZEIRO DO SUL,Estadual,Urbana,53.0,De 31 a 60 alunos,36.0,67.9245283018868,1.0,De 60% a 80%,Baixo,Até 50%,33.3,89.4,7.0,3.6,468.71,449.8027777777777,41.66666666666667,58.333333333333336,0.0,0.0,0.0
1.2020249E7,ESC DOM HENRIQUE RUTH,AC,CRUZEIRO DO SUL,Estadual,Urbana,466.0,Mais que 90 alunos,265.0,56.866952789699575,6.0,De 60% a 80%,Médio Baixo,Até 50%,41.4,58.1,16.3,25.6,590.4,494.3071698113207,25.660377358490567,53.9622641509434,20.37735849056604,0.0,0.0
1.2030937E7,INSTITUTO FEDERAL DO ACRE CAMPUS CRUZEIRO DO SUL,AC,CRUZEIRO DO SUL,Federal,Urbana,42.0,De 31 a 60 alunos,28.0,66.66666666666666,0.0,De 40% a 60%,Médio Baixo,Maior que 50%,93.8,68.5,25.8,5.7,,507.4071428571429,3.571428571428571,78.57142857142857,17.857142857142858,0.0,0.0
1.2001686E7,ESC INST ORFANOLOGICO SANTA TERESINHA,AC,CRUZEIRO DO SUL,Privada,Urbana,39.0,De 31 a 60 alunos,35.0,89.74358974358975,0.0,80% ou mais,Muito Alto,Até 50%,46.2,94.2,5.8,0.0,567.61,552.3028571428571,2.857142857142857,42.857142857142854,54.285714285714285,0.0,0.0
1.2031674E7,ESCOLA BELO PORVIR,AC,EPITACIOLANDIA,Estadual,Urbana,167.0,Mais que 90 alunos,90.0,53.89221556886228,0.0,Menos de 20%,Médio Baixo,Até 50%,46.6,71.6,10.9,17.5,542.7633333333334,478.37888888888887,27.77777777777778,62.22222222222222,10.0,0.0,0.0
1.2030155E7,ESC JAIRO DE FIGUEIREDO MELO,AC,JORDAO,Estadual,Urbana,60.0,De 31 a 60 alunos,34.0,56.666666666666664,0.0,80% ou mais,Baixo,Até 50%,38.5,81.2,8.5,10.3,463.9933333333333,451.3,47.05882352941176,50.0,2.941176470588235,0.0,0.0
1.2001805E7,ESC 1º DE MAIO,AC,MANCIO LIMA,Estadual,Urbana,34.0,De 31 a 60 alunos,24.0,70.58823529411765,0.0,De 60% a 80%,Médio Baixo,Maior que 50%,60.0,92.7,6.6,0.7,,440.27500000000003,54.166666666666664,45.83333333333333,0.0,0.0,0.0
1.2001945E7,ESC ANTONIO OLIVEIRA DANTAS,AC,MANCIO LIMA,Estadual,Urbana,83.0,De 61 a 90 alunos,47.0,56.62650602409639,1.0,De 60% a 80%,Médio Baixo,Maior que 50%,51.0,87.5,1.1,11.4,504.1566666666667,475.90212765957443,29.78723404255319,61.702127659574465,8.51063829787234,0.0,0.0
1.2002046E7,ESC FRANCISCO FREIRE DE CARVALHO,AC,MANCIO LIMA,Estadual,Urbana,72.0,De 61 a 90 alunos,36.0,50.0,0.0,80% ou mais,Médio Baixo,Maior que 50%,53.8,96.0,1.2,2.8,475.3466666666667,455.63333333333344,44.44444444444444,50.0,5.555555555555555,0.0,0.0
1.200692E7,ESC NAZIRA ANUTE DE LIMA,AC,MANOEL URBANO,Estadual,Urbana,66.0,De 61 a 90 alunos,34.0,51.515151515151516,1.0,80% ou mais,Médio,Até 50%,45.5,77.5,6.9,15.6,507.31666666666666,492.63235294117646,20.588235294117645,58.82352941176471,20.588235294117645,0.0,0.0
1.2010731E7,ESC SAO LUIZ GONZAGA,AC,PLACIDO DE CASTRO,Estadual,Rural,69.0,De 61 a 90 alunos,39.0,56.52173913043478,0.0,80% ou mais,Médio Baixo,Até 50%,43.2,88.1,3.2,8.7,490.93999999999994,460.2925,38.46153846153847,53.84615384615385,7.6923076923076925,0.0,0.0
1.2023779E7,ESC JOAO RICARDO DE FREITAS,AC,PLACIDO DE CASTRO,Estadual,Urbana,154.0,Mais que 90 alunos,109.0,70.77922077922078,0.0,80% ou mais,Médio,Até 50%,46.2,83.6,6.6,9.8,545.82,473.7715596330275,33.94495412844037,55.04587155963303,11.009174311926607,0.0,0.0
1.2014125E7,ESC UNIAO E PROGRESSO,AC,PORTO ACRE,Estadual,Rural,45.0,De 31 a 60 alunos,27.0,60.0,0.0,80% ou mais,Médio Baixo,Até 50%,40.7,87.1,10.6,2.3,,476.037037037037,40.74074074074074,51.85185185185185,7.4074074074074066,0.0,0.0
1.2015334E7,ESC EDMUNDO PINTO DE ALMEIDA NETO,AC,PORTO ACRE,Estadual,Rural,80.0,De 61 a 90 alunos,47.0,58.75,0.0,De 60% a 80%,Médio,Até 50%,30.5,72.4,25.3,2.3,507.2133333333333,470.668085106383,29.78723404255319,59.57446808510638,10.638297872340425,0.0,0.0
1.2015342E7,ESC JADER SARAIVA MACHADO,AC,PORTO ACRE,Estadual,Rural,38.0,De 31 a 60 alunos,25.0,65.78947368421053,0.0,80% ou mais,Médio Baixo,Maior que 50%,61.5,69.6,17.0,13.4,,461.16,48.0,36.0,16.0,0.0,0.0
1.2015326E7,ESC CEL JOSE PLACIDO DE CASTRO,AC,PORTO ACRE,Estadual,Urbana,27.0,De 1 a 30 alunos,18.0,66.66666666666666,0.0,80% ou mais,Médio,Até 50%,18.3,99.3,0.7,0.0,,447.5444444444445,44.44444444444444,50.0,5.555555555555555,0.0,0.0
1.200305E7,ESC BORGES DE AQUINO,AC,PORTO WALTER,Estadual,Urbana,68.0,De 61 a 90 alunos,43.0,63.23529411764706,1.0,80% ou mais,Médio Baixo,Até 50%,24.4,77.1,10.6,12.3,480.86333333333334,451.1604651162791,46.51162790697674,51.162790697674424,2.3255813953488373,0.0,0.0
1.2012297E7,ESC DR AUGUSTO MONTEIRO,AC,RIO BRANCO,Estadual,Rural,15.0,De 1 a 30 alunos,12.0,80.0,0.0,De 60% a 80%,Sem informação,Até 50%,16.7,96.2,0.0,3.8,,407.24166666666673,75.0,25.0,0.0,0.0,0.0
1.201236E7,ESC DR SANTIAGO DANTAS,AC,RIO BRANCO,Estadual,Rural,65.0,De 61 a 90 alunos,43.0,66.15384615384615,0.0,De 60% a 80%,Médio,Maior que 50%,53.8,78.3,17.4,4.3,491.68333333333334,458.7720930232558,44.18604651162791,48.837209302325576,6.976744186046512,0.0,0.0
1.2011444E7,ESC COLEGIO ESTADUAL BARAO DO RIO BRANCO,AC,RIO BRANCO,Estadual,Urbana,644.0,Mais que 90 alunos,416.0,64.59627329192547,7.0,De 40% a 60%,Médio,Maior que 50%,71.5,69.2,25.8,5.0,598.37,490.6561151079139,24.759615384615387,56.97115384615385,18.269230769230766,0.0,0.0
1.2011517E7,ESC DR JOAO BATISTA AGUIAR,AC,RIO BRANCO,Estadual,Urbana,183.0,Mais que 90 alunos,136.0,74.31693989071039,4.0,De 60% a 80%,Médio,Maior que 50%,58.5,83.2,4.4,12.4,560.27,480.1647058823529,30.88235294117647,53.67647058823529,15.441176470588236,0.0,0.0
1.2011584E7,ESC ALCIMAR NUNES LEITAO,AC,RIO BRANCO,Estadual,Urbana,82.0,De 61 a 90 alunos,65.0,79.26829268292683,3.0,De 60% a 80%,Médio Alto,Maior que 50%,84.6,82.8,12.8,4.4,537.08,479.5590909090909,32.30769230769231,53.84615384615385,13.846153846153847,0.0,0.0
1.2012017E7,ESC HUMBERTO SOARES DA COSTA,AC,RIO BRANCO,Estadual,Urbana,66.0,De 61 a 90 alunos,47.0,71.21212121212122,0.0,De 60% a 80%,Médio,Maior que 50%,53.8,93.0,7.0,0.0,511.2033333333333,478.5829787234042,31.914893617021278,55.319148936170215,12.76595744680851,0.0,0.0
1.2012181E7,ESC PROF JOSE RODRIGUES LEITE,AC,RIO BRANCO,Estadual,Urbana,298.0,Mais que 90 alunos,261.0,87.58389261744966,3.0,De 60% a 80%,Médio Alto,Maior que 50%,85.3,95.9,2.9,1.2,600.5166666666667,515.9724137931034,13.409961685823754,55.938697318007655,30.65134099616858,0.0,0.0
1.2012556E7,ESC PROF HELOISA MOURAO MARQUES,AC,RIO BRANCO,Estadual,Urbana,243.0,Mais que 90 alunos,188.0,77.36625514403292,1.0,De 60% a 80%,Médio,Maior que 50%,78.4,55.0,18.0,27.0,591.1200000000001,497.98670212765967,21.27659574468085,56.91489361702128,21.27659574468085,0.5319148936170213,0.0
1.2012564E7,ESC HENRIQUE LIMA,AC,RIO BRANCO,Estadual,Urbana,109.0,Mais que 90 alunos,57.0,52.293577981651374,1.0,De 40% a 60%,Médio,Até 50%,45.1,64.1,26.7,9.2,515.4,484.2368421052632,15.789473684210526,80.7017543859649,3.508771929824561,0.0,0.0
1.201258E7,ESC INSTITUTO DE EDUCACAO LOURENCO FILHO,AC,RIO BRANCO,Estadual,Urbana,97.0,Mais que 90 alunos,75.0,77.31958762886599,1.0,De 60% a 80%,Médio,Maior que 50%,68.9,60.5,36.5,3.0,539.2766666666666,471.3786666666667,42.66666666666667,46.666666666666664,10.666666666666668,0.0,0.0
1.201275E7,ESC LEONCIO DE CARVALHO,AC,RIO BRANCO,Estadual,Urbana,187.0,Mais que 90 alunos,108.0,57.75401069518716,0.0,De 60% a 80%,Médio,Maior que 50%,64.6,70.5,12.0,17.5,548.14,478.5064814814815,26.851851851851855,61.111111111111114,12.037037037037036,0.0,0.0
1.2013013E7,ESC LOURIVAL SOMBRA PEREIRA LIMA,AC,RIO BRANCO,Estadual,Urbana,110.0,Mais que 90 alunos,95.0,86.36363636363636,1.0,De 60% a 80%,Médio Alto,Maior que 50%,84.1,80.6,9.9,9.5,549.6333333333333,481.56631578947366,30.526315789473685,56.84210526315789,12.631578947368421,0.0,0.0
1.201334E7,ESCOLA PRESBITERIANA JOAO CALVINO,AC,RIO BRANCO,Estadual,Urbana,141.0,Mais que 90 alunos,128.0,90.78014184397163,3.0,Menos de 20%,Alto,Maior que 50%,57.9,92.3,6.5,1.2,573.9300000000001,504.71953125,16.40625,62.5,21.09375,0.0,0.0
1.202734E7,ESC LOURIVAL PINHO,AC,RIO BRANCO,Estadual,Urbana,453.0,Mais que 90 alunos,269.0,59.38189845474614,3.0,De 60% a 80%,Médio Baixo,Maior que 50%,67.7,55.2,17.7,27.1,574.5400000000001,478.80371747211893,32.342007434944236,55.762081784386616,11.895910780669144,0.0,0.0
1.2027758E7,ESC GLORIA PEREZ,AC,RIO BRANCO,Estadual,Urbana,317.0,Mais que 90 alunos,188.0,59.305993690851736,7.0,De 40% a 60%,Médio,Maior que 50%,54.2,69.8,13.3,16.9,571.6,479.85797872340424,30.851063829787233,55.319148936170215,13.829787234042554,0.0,0.0
1.2028037E7,ESC JORNALISTA ARMANDO NOGUEIRA,AC,RIO BRANCO,Estadual,Urbana,368.0,Mais que 90 alunos,269.0,73.09782608695652,3.0,De 60% a 80%,Médio,Maior que 50%,50.1,79.5,18.3,2.2,578.1233333333333,491.5732342007435,23.79182156133829,60.594795539033456,15.613382899628252,0.0,0.0
1.202886E7,ESC JOSE RIBAMAR BATISTA,AC,RIO BRANCO,Estadual,Urbana,366.0,Mais que 90 alunos,221.0,60.38251366120219,3.0,De 60% a 80%,Médio Baixo,Maior que 50%,68.5,75.6,15.8,8.6,577.34,488.47556561085975,26.244343891402718,58.371040723981906,15.384615384615385,0.0,0.0
1.2044636E7,ESC PROF PEDRO MARTINELLO,AC,RIO BRANCO,Estadual,Urbana,94.0,Mais que 90 alunos,62.0,65.95744680851064,3.0,80% ou mais,Médio Baixo,Maior que 50%,69.6,74.9,15.7,9.4,521.6066666666667,466.09032258064514,41.935483870967744,50.0,8.064516129032258,0.0,0.0
1.2044822E7,ESC SEBASTIAO PEDROSA,AC,RIO BRANCO,Estadual,Urbana,250.0,Mais que 90 alunos,151.0,60.4,2.0,De 60% a 80%,Médio Baixo,Maior que 50%,83.8,64.8,24.7,10.5,544.1466666666666,466.6668874172185,35.099337748344375,58.27814569536424,6.622516556291391,0.0,0.0
1.2052221E7,ESC PROF CLICIA GADELHA,AC,RIO BRANCO,Estadual,Urbana,293.0,Mais que 90 alunos,170.0,58.02047781569966,1.0,De 60% a 80%,Médio Baixo,Maior que 50%,74.1,65.2,18.5,16.3,565.2633333333334,477.5729411764706,29.411764705882355,58.235294117647065,12.352941176470589,0.0,0.0
1.201141E7,ESC COLEGIO DE APLICACAO UFAC,AC,RIO BRANCO,Federal,Urbana,28.0,De 1 a 30 alunos,27.0,96.42857142857143,0.0,De 60% a 80%,Alto,Maior que 50%,89.6,80.5,19.5,0.0,,548.6851851851852,7.4074074074074066,40.74074074074074,51.85185185185185,0.0,0.0
1.2030961E7,INSTITUTO FEDERAL DO ACRE CAMPUS RIO BRANCO,AC,RIO BRANCO,Federal,Urbana,12.0,De 1 a 30 alunos,12.0,100.0,0.0,Menos de 20%,Sem informação,Maior que 50%,91.9,51.6,48.4,0.0,,530.7166666666667,0.0,66.66666666666666,33.33333333333333,0.0,0.0
1.2010928E7,ESC COLEGIO ADVENTISTA DE RIO BRANCO,AC,RIO BRANCO,Privada,Urbana,44.0,De 31 a 60 alunos,34.0,77.27272727272727,0.0,De 60% a 80%,Alto,Maior que 50%,55.8,92.2,7.3,0.5,549.5433333333334,533.3735294117647,5.88235294117647,44.11764705882353,50.0,0.0,0.0
1.2010936E7,ESC CENTRO EDUCACIONAL E CULTURAL - META,AC,RIO BRANCO,Privada,Urbana,160.0,Mais que 90 alunos,145.0,90.625,1.0,De 60% a 80%,Muito Alto,Maior que 50%,74.7,97.7,2.3,0.0,636.3533333333332,557.3144827586208,3.4482758620689653,41.37931034482759,49.6551724137931,5.517241379310345,0.0
1.201437E7,ESC INSTITUTO IMACULADA CONCEICAO,AC,RIO BRANCO,Privada,Urbana,69.0,De 61 a 90 alunos,65.0,94.20289855072464,0.0,80% ou mais,Alto,Maior que 50%,78.9,96.6,2.2,1.2,571.0133333333334,531.2938461538463,6.153846153846154,63.07692307692307,29.230769230769234,1.5384615384615385,0.0
1.201907E7,ESC MAX REINO ENCANTADO,AC,RIO BRANCO,Privada,Urbana,14.0,De 1 a 30 alunos,14.0,100.0,0.0,De 20% a 40%,Muito Alto,Maior que 50%,71.9,100.0,0.0,0.0,,520.5142857142857,14.285714285714285,35.714285714285715,50.0,0.0,0.0
1.2021261E7,ESC COLEGIO VITORIA,AC,RIO BRANCO,Privada,Urbana,32.0,De 31 a 60 alunos,28.0,87.5,0.0,De 60% a 80%,Muito Alto,Até 50%,50.0,97.0,3.0,0.0,,527.5,7.142857142857142,57.14285714285714,35.714285714285715,0.0,0.0
1.2022969E7,ESC ASSOCIACAO MODELAR DE ENSINO A M E,AC,RIO BRANCO,Privada,Urbana,41.0,De 31 a 60 alunos,35.0,85.36585365853658,0.0,De 60% a 80%,Muito Alto,Até 50%,40.5,100.0,0.0,0.0,534.3833333333333,509.8828571428572,17.142857142857142,48.57142857142857,31.428571428571427,2.857142857142857,0.0
1.2026409E7,ESC COLEGIO ALTERNATIVO DO ACRE LTDA,AC,RIO BRANCO,Privada,Urbana,53.0,De 31 a 60 alunos,47.0,88.67924528301887,0.0,De 40% a 60%,Muito Alto,Até 50%,46.2,89.5,10.0,0.5,587.36,559.5085106382979,2.127659574468085,36.17021276595745,59.57446808510638,2.127659574468085,0.0
1.202653E7,ESCOLA DE EDUCACAO BASCIA E PROFISSIONAL FUNDACAO BRADESCO,AC,RIO BRANCO,Privada,Urbana,66.0,De 61 a 90 alunos,58.0,87.87878787878788,0.0,80% ou mais,Médio,Maior que 50%,76.9,92.9,7.1,0.0,560.3433333333334,517.4568965517242,8.620689655172415,63.793103448275865,27.586206896551722,0.0,0.0
1.2028835E7,ESC COLEGIO LATO SENSU,AC,RIO BRANCO,Privada,Urbana,45.0,De 31 a 60 alunos,42.0,93.33333333333333,0.0,80% ou mais,Muito Alto,Maior que 50%,90.3,99.1,0.9,0.0,603.4966666666667,585.9452380952381,0.0,16.666666666666664,78.57142857142857,4.761904761904762,0.0
1.2030058E7,ESC DE ENSINO MEDIO E TECNICO PLACIDO DE CASTRO,AC,RIO BRANCO,Privada,Urbana,30.0,De 1 a 30 alunos,28.0,93.33333333333333,0.0,De 60% a 80%,Muito Alto,Maior que 50%,61.5,96.9,3.1,0.0,,563.9035714285714,3.571428571428571,39.285714285714285,53.57142857142857,3.571428571428571,0.0
1.2031682E7,COLEGIO SIGMA,AC,RIO BRANCO,Privada,Urbana,37.0,De 31 a 60 alunos,37.0,100.0,1.0,Menos de 20%,Muito Alto,Até 50%,37.3,94.3,4.8,0.9,614.8066666666667,590.6891891891892,2.7027027027027026,18.91891891891892,67.56756756756756,10.81081081081081,0.0
1.2022004E7,ESC FRANCISCO BRAGA DE SOUZA,AC,RODRIGUES ALVES,Estadual,Urbana,92.0,Mais que 90 alunos,65.0,70.65217391304348,1.0,De 60% a 80%,Médio Baixo,Maior que 50%,54.7,86.5,6.3,7.2,493.06333333333333,438.89230769230767,56.92307692307692,40.0,3.076923076923077,0.0,0.0
1.2028851E7,ESC PADRE PAOLINO MARIA BALDASSARI,AC,SANTA ROSA DO PURUS,Estadual,Urbana,38.0,De 31 a 60 alunos,23.0,60.526315789473685,0.0,De 60% a 80%,Baixo,Até 50%,28.4,91.9,2.7,5.4,,445.6695652173914,39.130434782608695,52.17391304347826,8.695652173913043,0.0,0.0
1.2030945E7,INSTITUTO FEDERAL DO ACRE CAMPUS SENA MADUREIRA,AC,SENA MADUREIRA,Federal,Urbana,28.0,De 1 a 30 alunos,23.0,82.14285714285714,0.0,80% ou mais,Sem informação,Maior que 50%,79.5,60.0,30.0,10.0,,490.53043478260867,13.043478260869565,65.21739130434783,21.73913043478261,0.0,0.0
1.2014591E7,ESC 15 DE JUNHO,AC,SENADOR GUIOMARD,Estadual,Urbana,243.0,Mais que 90 alunos,131.0,53.90946502057613,0.0,De 60% a 80%,Médio,Maior que 50%,79.5,81.1,8.8,10.1,554.35,481.48473282442745,26.717557251908396,61.832061068702295,11.450381679389313,0.0,0.0
1.201821E7,ESC UNIAO,AC,XAPURI,Estadual,Rural,26.0,De 1 a 30 alunos,16.0,61.53846153846154,0.0,80% ou mais,Sem informação,Até 50%,7.4,100.0,0.0,0.0,,422.00625,68.75,25.0,6.25,0.0,0.0
1.201754E7,ESC DIVINA PROVIDENCIA,AC,XAPURI,Estadual,Urbana,70.0,De 61 a 90 alunos,53.0,75.71428571428571,0.0,De 60% a 80%,Médio,Até 50%,47.5,79.5,8.6,11.9,482.3466666666667,441.2226415094341,58.490566037735846,35.84905660377358,5.660377358490567,0.0,0.0
1.2030953E7,INSTITUTO FEDERAL DO ACRE CAMPUS XAPURI,AC,XAPURI,Federal,Urbana,40.0,De 31 a 60 alunos,27.0,67.5,1.0,80% ou mais,Sem informação,Maior que 50%,81.8,84.8,13.2,2.0,,502.97407407407405,25.925925925925924,51.85185185185185,22.22222222222222,0.0,0.0
2.7016331E7,ESCOLA ESTADUAL SENADOR RUI PALMEIRA,AL,ARAPIRACA,Estadual,Urbana,378.0,Mais que 90 alunos,224.0,59.25925925925925,1.0,De 60% a 80%,Médio Baixo,Até 50%,47.3,56.4,25.5,18.1,575.5033333333333,485.3964285714286,29.017857142857146,57.58928571428571,13.392857142857142,0.0,0.0
2.7016366E7,ESCOLA ESTADUAL ADRIANO JORGE,AL,ARAPIRACA,Estadual,Urbana,73.0,De 61 a 90 alunos,47.0,64.38356164383562,0.0,De 40% a 60%,Médio,Maior que 50%,84.8,67.9,1.9,30.2,504.26,463.4297872340426,34.04255319148936,59.57446808510638,6.382978723404255,0.0,0.0
2.7016412E7,ESCOLA ESTADUAL MANOEL ANDRE,AL,ARAPIRACA,Estadual,Urbana,50.0,De 31 a 60 alunos,32.0,64.0,0.0,De 60% a 80%,Médio Baixo,Até 50%,47.9,80.3,10.8,8.9,489.41,481.328125,28.125,59.375,12.5,0.0,0.0
2.701642E7,ESCOLA ESTADUAL DE EDUCACAO BASICA MANOEL LUCIO DA SILVA,AL,ARAPIRACA,Estadual,Urbana,302.0,Mais que 90 alunos,170.0,56.29139072847682,0.0,80% ou mais,Médio Baixo,Maior que 50%,51.1,57.3,20.9,21.8,562.5066666666667,482.75941176470593,26.47058823529412,61.76470588235294,11.76470588235294,0.0,0.0
2.7016447E7,ESCOLA ESTADUAL PROFº JOSE MOACIR TEOFILO,AL,ARAPIRACA,Estadual,Urbana,67.0,De 61 a 90 alunos,39.0,58.2089552238806,0.0,De 40% a 60%,Médio Baixo,Até 50%,47.8,79.8,3.3,16.9,491.2066666666667,462.13846153846157,43.58974358974359,51.28205128205128,5.128205128205128,0.0,0.0
2.7016471E7,ESCOLA ESTADUAL DE EDUCACAO BASICA COSTA REGO,AL,ARAPIRACA,Estadual,Urbana,97.0,Mais que 90 alunos,67.0,69.0721649484536,0.0,Menos de 20%,Médio Baixo,Maior que 50%,56.8,59.0,16.1,24.9,538.98,490.01641791044784,22.388059701492537,62.68656716417911,14.925373134328357,0.0,0.0
2.701648E7,ESCOLA ESTADUAL LIONS CLUB,AL,ARAPIRACA,Estadual,Urbana,243.0,Mais que 90 alunos,141.0,58.0246913580247,0.0,80% ou mais,Médio Baixo,Maior que 50%,57.5,64.2,9.3,26.5,549.7633333333334,484.99574468085115,22.69503546099291,69.50354609929079,7.801418439716312,0.0,0.0
2.701651E7,ESCOLA ESTADUAL QUINTELLA CAVALCANTI,AL,ARAPIRACA,Estadual,Urbana,522.0,Mais que 90 alunos,332.0,63.601532567049816,0.0,De 60% a 80%,Médio Baixo,Até 50%,45.1,59.8,18.1,22.1,576.0466666666667,492.0400602409639,22.89156626506024,62.951807228915655,14.156626506024098,0.0,0.0
2.7226158E7,ESCOLA ESTADUAL DE EDUCACAO BASICA PROFESSORA IZAURA ANTONIA DE LISBOA,AL,ARAPIRACA,Estadual,Urbana,210.0,Mais que 90 alunos,117.0,55.714285714285715,3.0,80% ou mais,Médio Baixo,Maior que 50%,58.3,51.2,30.0,18.8,540.0500000000001,462.78803418803415,47.008547008547005,47.008547008547005,5.982905982905983,0.0,0.0
2.7047636E7,INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA DE ALAGOAS CAMPUS ARAPIRACA,AL,ARAPIRACA,Federal,Urbana,148.0,Mais que 90 alunos,123.0,83.1081081081081,0.0,80% ou mais,Médio,Maior que 50%,72.8,82.3,12.9,4.8,607.3366666666667,544.8373983739838,6.504065040650407,39.83739837398374,52.03252032520326,1.6260162601626018,0.0
2.7016021E7,COLEGIO CENECISTA NOSSA SENHORA DO BOM CONSELHO,AL,ARAPIRACA,Privada,Urbana,104.0,Mais que 90 alunos,98.0,94.23076923076923,0.0,De 60% a 80%,Médio Alto,Até 50%,49.0,92.6,6.6,0.8,583.19,520.2928571428572,14.285714285714285,51.02040816326531,34.69387755102041,0.0,0.0
2.701603E7,COLEGIO NORMAL SAO FRANCISCO DE ASSIS,AL,ARAPIRACA,Privada,Urbana,62.0,De 61 a 90 alunos,62.0,100.0,0.0,80% ou mais,Alto,Até 50%,48.8,98.9,0.6,0.5,598.1633333333334,552.2451612903227,4.838709677419355,38.70967741935484,51.61290322580645,4.838709677419355,0.0
