CARACTERÍSTICAS ESCOLA CÓDIGO DA ENTIDADE,NOME DA ENTIDADE,SIGLA DA UF,MUNICÍPIO,DEPENDÊNCIA ADMINISTRATIVA,LOCALIZAÇÃO,NÚMERO DE ALUNOS NO CENSO,PORTE DA ESCOLA,NÚMERO DE PARTICIPANTES NO ENEM,TAXA DE PARTICPAÇÃO,NÚMERO DE PARTICIPANTES COM NECESSIDADES ESPECIAIS,INDICADORES INDICADOR DE PERMANENCIA NA ESCOLA,INDICADOR NÍVEL SOCIOECONÔMICO,FAIXA - INDICADOR DE FORMAÇÃO DOCENTE,INDICADOR DE FORMAÇÃO DOCENTE,TAXA DE APROVAÇÃO,TAXA DE REPROVAÇÃO,TAXA DE ABANDONO,DESEMPENHO  CIÊNCIAS DA NATUREZA E SUAS TECNOLOGIAS MÉDIA DOS 30 MELHORES ALUNOS DA ESCOLA,MÉDIA,Percentual alunos NÍVEL 1,Percentual alunos NÍVEL 2,Percentual alunos NÍVEL 3,Percentual alunos NÍVEL 4,Percentual alunos NÍVEL 5
3.1305626E7,EE SORAMA GERALDA RICHARD XAVIER,MG,BIQUINHAS,Estadual,Urbana,17.0,De 1 a 30 alunos,13.0,76.47058823529412,0.0,80% ou mais,Médio,Maior que 50%,52.9,95.2,0.0,4.8,,497.78461538461545,23.076923076923077,53.84615384615385,23.076923076923077,0.0,0.0
3.1171123E7,EE CASIMIRO SILVA,MG,BOA ESPERANCA,Estadual,Urbana,127.0,Mais que 90 alunos,69.0,54.330708661417326,0.0,80% ou mais,Médio,Maior que 50%,64.3,79.8,9.4,10.8,508.62666666666667,465.7333333333333,34.78260869565217,60.86956521739131,4.3478260869565215,0.0,0.0
3.1171174E7,EE DOUTOR JOAQUIM VILELA,MG,BOA ESPERANCA,Estadual,Urbana,79.0,De 61 a 90 alunos,52.0,65.82278481012658,0.0,80% ou mais,Médio,Maior que 50%,64.2,80.9,9.2,9.9,512.0266666666666,468.22692307692313,42.30769230769231,44.230769230769226,13.461538461538462,0.0,0.0
3.1171212E7,EE PADRE JOAO VIEIRA DA FONSECA,MG,BOA ESPERANCA,Estadual,Urbana,220.0,Mais que 90 alunos,180.0,81.81818181818183,0.0,80% ou mais,Médio Alto,Maior que 50%,64.4,87.5,6.3,6.2,570.73,479.7944444444444,32.22222222222222,55.55555555555556,11.11111111111111,1.1111111111111112,0.0
3.1180271E7,COL PE JULIO MARIA,MG,BOA ESPERANCA,Privada,Urbana,31.0,De 31 a 60 alunos,31.0,100.0,0.0,80% ou mais,Alto,Maior que 50%,61.3,96.9,2.3,0.8,583.24,577.4870967741937,3.225806451612903,32.25806451612903,45.16129032258064,19.35483870967742,0.0
3.1256501E7,COL SEI,MG,BOA ESPERANCA,Privada,Urbana,23.0,De 1 a 30 alunos,23.0,100.0,0.0,80% ou mais,Alto,Até 50%,33.3,100.0,0.0,0.0,,570.4347826086956,4.3478260869565215,47.82608695652174,17.391304347826086,30.434782608695656,0.0
3.1294667E7,EE CONEGO JOAO SEVERO,MG,BOCAINA DE MINAS,Estadual,Urbana,42.0,De 31 a 60 alunos,30.0,71.42857142857143,0.0,80% ou mais,Médio,Maior que 50%,80.0,91.9,0.0,8.1,468.49,468.49,36.666666666666664,53.333333333333336,10.0,0.0,0.0
3.1079383E7,EE ZINHA MEIRA,MG,BOCAIUVA,Estadual,Urbana,134.0,Mais que 90 alunos,68.0,50.74626865671642,0.0,De 60% a 80%,Médio Baixo,Maior que 50%,94.4,82.8,7.7,9.5,504.1333333333333,446.9411764705883,54.41176470588235,41.17647058823529,4.411764705882353,0.0,0.0
3.1079448E7,EE PROFESSOR GASTAO VALLE,MG,BOCAIUVA,Estadual,Urbana,180.0,Mais que 90 alunos,114.0,63.33333333333333,0.0,De 40% a 60%,Médio,Maior que 50%,74.7,92.1,3.6,4.3,576.24,490.1157894736842,30.701754385964914,50.0,18.421052631578945,0.8771929824561403,0.0
3.1096181E7,COL PROF SERVELINO RIBEIRO,MG,BOCAIUVA,Privada,Urbana,23.0,De 1 a 30 alunos,22.0,95.65217391304348,0.0,80% ou mais,Médio Alto,Maior que 50%,56.8,100.0,0.0,0.0,,527.4909090909091,18.181818181818183,40.909090909090914,36.36363636363637,4.545454545454546,0.0
3.1342343E7,SIEC - SISTEMA EDUCACIONAL,MG,BOCAIUVA,Privada,Urbana,23.0,De 1 a 30 alunos,22.0,95.65217391304348,0.0,De 40% a 60%,Médio Alto,Maior que 50%,69.6,100.0,0.0,0.0,,550.7045454545455,9.090909090909092,45.45454545454545,31.818181818181817,13.636363636363635,0.0
3.103231E7,EE CHIQUINHA SOARES,MG,BOM DESPACHO,Estadual,Urbana,76.0,De 61 a 90 alunos,45.0,59.210526315789465,0.0,De 60% a 80%,Médio Alto,Maior que 50%,83.2,82.9,4.6,12.5,510.5233333333333,479.85555555555555,37.77777777777778,48.888888888888886,13.333333333333334,0.0,0.0
3.1032395E7,EE MIGUEL GONTIJO,MG,BOM DESPACHO,Estadual,Urbana,114.0,Mais que 90 alunos,72.0,63.1578947368421,0.0,De 60% a 80%,Médio Alto,Maior que 50%,63.7,92.2,4.2,3.6,518.7870967741936,465.3333333333333,41.66666666666667,48.61111111111111,9.722222222222223,0.0,0.0
3.1032409E7,COLEGIO TIRADENTES PMMG,MG,BOM DESPACHO,Estadual,Urbana,108.0,Mais que 90 alunos,101.0,93.51851851851852,0.0,80% ou mais,Alto,Maior que 50%,74.0,96.1,3.9,0.0,602.0799999999999,528.9673267326732,12.871287128712872,46.53465346534654,38.613861386138616,1.9801980198019802,0.0
3.1040967E7,COLEGIO MILLENIUM,MG,BOM DESPACHO,Privada,Urbana,37.0,De 31 a 60 alunos,37.0,100.0,0.0,80% ou mais,Muito Alto,Maior que 50%,73.9,91.0,9.0,0.0,605.4266666666666,589.6324324324324,0.0,21.62162162162162,67.56756756756756,10.81081081081081,0.0
3.1343668E7,COLEGIO CIDADE DE BOM DESPACHO,MG,BOM DESPACHO,Privada,Urbana,31.0,De 31 a 60 alunos,29.0,93.54838709677419,0.0,80% ou mais,Alto,Maior que 50%,67.6,93.7,6.3,0.0,,592.7103448275863,3.4482758620689653,24.137931034482758,44.827586206896555,24.137931034482758,3.4482758620689653
3.1068071E7,EE NOSSA SENHORA APARECIDA,MG,BOM JARDIM DE MINAS,Estadual,Urbana,69.0,De 61 a 90 alunos,50.0,72.46376811594203,1.0,80% ou mais,Médio,Maior que 50%,72.5,84.2,7.5,8.3,504.6833333333334,470.586,30.0,64.0,6.0,0.0,0.0
3.1123901E7,EE CORONEL ANTONIO DOMINGOS RIBEIRO,MG,BOM JESUS DA PENHA,Estadual,Urbana,48.0,De 31 a 60 alunos,40.0,83.33333333333334,0.0,80% ou mais,Médio,Maior que 50%,79.4,94.3,3.2,2.5,533.6033333333334,506.4049999999999,22.5,60.0,17.5,0.0,0.0
3.1102792E7,EE EDMUNDO PENA,MG,BOM JESUS DO AMPARO,Estadual,Urbana,53.0,De 31 a 60 alunos,32.0,60.37735849056604,0.0,80% ou mais,Médio,Até 50%,36.5,57.2,29.2,13.6,501.77000000000004,493.065625,25.0,53.125,21.875,0.0,0.0
3.1019101E7,EE PADRE DIONISIO HOMEM DE FARIA,MG,BOM JESUS DO GALHO,Estadual,Urbana,101.0,Mais que 90 alunos,52.0,51.48514851485149,0.0,80% ou mais,Médio,Maior que 50%,59.8,93.4,4.8,1.8,533.61,485.5557692307693,38.46153846153847,42.30769230769231,19.230769230769234,0.0,0.0
3.1213314E7,EE JOAO PAULO II,MG,BOM JESUS DO GALHO,Estadual,Urbana,23.0,De 1 a 30 alunos,12.0,52.17391304347826,0.0,80% ou mais,Médio,Até 50%,50.0,94.3,4.8,0.9,,454.2583333333334,58.333333333333336,33.33333333333333,8.333333333333332,0.0,0.0
3.1054275E7,EE CORONEL ANANIAS DE ANDRADE,MG,BOM REPOUSO,Estadual,Urbana,114.0,Mais que 90 alunos,61.0,53.50877192982456,0.0,80% ou mais,Médio,Maior que 50%,78.1,87.4,4.2,8.4,506.27666666666664,462.64098360655737,45.90163934426229,49.18032786885246,4.918032786885246,0.0,0.0
3.1133744E7,EE BENJAMIM GUIMARAES,MG,BOM SUCESSO,Estadual,Urbana,137.0,Mais que 90 alunos,101.0,73.72262773722628,0.0,80% ou mais,Médio,Maior que 50%,78.6,91.6,8.4,0.0,575.4766666666667,490.719801980198,29.7029702970297,50.495049504950494,18.81188118811881,0.9900990099009901,0.0
3.1008117E7,EE MELO VIANA,MG,BONFIM,Estadual,Urbana,45.0,De 31 a 60 alunos,30.0,66.66666666666666,0.0,80% ou mais,Médio,Maior que 50%,55.6,85.2,7.1,7.7,535.34,535.34,20.0,36.666666666666664,36.666666666666664,6.666666666666667,0.0
3.1108243E7,EE CANDIDO ULHOA,MG,BONFINOPOLIS DE MINAS,Estadual,Urbana,84.0,De 61 a 90 alunos,68.0,80.95238095238095,0.0,80% ou mais,Médio,Maior que 50%,71.9,93.2,4.2,2.6,532.62,480.6823529411765,32.35294117647059,57.35294117647059,10.294117647058822,0.0,0.0
3.1061921E7,COLEGIO NOSSA SENHORA DO CARMO,MG,BORDA DA MATA,Privada,Urbana,12.0,De 1 a 30 alunos,10.0,83.33333333333334,0.0,De 60% a 80%,Alto,Até 50%,44.7,100.0,0.0,0.0,,552.9300000000001,10.0,30.0,50.0,10.0,0.0
3.1123951E7,EE JOAO DE SOUZA GONCALVES,MG,BOTELHOS,Estadual,Urbana,148.0,Mais que 90 alunos,93.0,62.83783783783784,0.0,80% ou mais,Médio Alto,Maior que 50%,70.7,90.5,3.8,5.7,554.81,484.20000000000005,36.55913978494624,47.31182795698925,16.129032258064516,0.0,0.0
3.112401E7,EE AFONSO ROMAO DE SIQUEIRA,MG,BOTELHOS,Estadual,Urbana,35.0,De 31 a 60 alunos,19.0,54.285714285714285,0.0,80% ou mais,Médio,Maior que 50%,57.4,79.6,14.6,5.8,,480.66842105263163,36.84210526315789,47.368421052631575,15.789473684210526,0.0,0.0
3.1079511E7,EE SAO FRANCISCO DE ASSIS,MG,BOTUMIRIM,Estadual,Urbana,83.0,De 61 a 90 alunos,43.0,51.80722891566265,0.0,80% ou mais,Médio Baixo,Maior que 50%,61.8,91.0,6.8,2.2,476.43666666666667,446.1651162790697,62.7906976744186,25.581395348837212,11.627906976744185,0.0,0.0
3.1079537E7,EE RENATO AZEREDO,MG,BOTUMIRIM,Estadual,Urbana,26.0,De 1 a 30 alunos,15.0,57.692307692307686,0.0,80% ou mais,Médio Baixo,Maior que 50%,67.6,86.8,9.9,3.3,,459.0066666666667,46.666666666666664,46.666666666666664,6.666666666666667,0.0,0.0
3.1180793E7,EE SAO LUIS,MG,BRAS PIRES,Estadual,Urbana,52.0,De 31 a 60 alunos,33.0,63.46153846153846,0.0,80% ou mais,Médio,Maior que 50%,61.1,94.3,5.7,0.0,490.9266666666667,481.1030303030303,45.45454545454545,30.303030303030305,24.242424242424242,0.0,0.0
3.1108669E7,EE DOUTOR JOSE PACHECO PIMENTA,MG,BRASILANDIA DE MINAS,Estadual,Urbana,92.0,Mais que 90 alunos,71.0,77.17391304347827,0.0,80% ou mais,Médio,Maior que 50%,81.4,84.4,6.9,8.7,533.1433333333333,481.00563380281693,32.3943661971831,56.33802816901409,11.267605633802818,0.0,0.0
3.1108731E7,EE CYRO GOES,MG,BRASILANDIA DE MINAS,Estadual,Urbana,76.0,De 61 a 90 alunos,45.0,59.210526315789465,0.0,De 60% a 80%,Médio,Maior que 50%,72.2,83.6,0.6,15.8,491.70000000000005,458.6977777777778,46.666666666666664,48.888888888888886,4.444444444444445,0.0,0.0
3.1239402E7,EE ALMINDA ALVES DA SILVA,MG,BRASILANDIA DE MINAS,Estadual,Urbana,30.0,De 1 a 30 alunos,21.0,70.0,0.0,De 60% a 80%,Médio,Maior que 50%,67.6,79.3,14.6,6.1,,463.8714285714285,33.33333333333333,66.66666666666666,0.0,0.0,0.0
3.10796E7,EE SANTANA,MG,BRASILIA DE MINAS,Estadual,Urbana,247.0,Mais que 90 alunos,130.0,52.63157894736842,1.0,De 60% a 80%,Médio,Maior que 50%,69.1,77.4,14.3,8.3,551.3766666666667,468.4853846153847,40.0,48.46153846153846,11.538461538461538,0.0,0.0
3.1054437E7,EE DINO AMBROSIO PEREIRA,MG,BRAZOPOLIS,Estadual,Rural,18.0,De 1 a 30 alunos,10.0,55.55555555555556,0.0,80% ou mais,Médio,Maior que 50%,61.8,92.9,5.7,1.4,,553.8,0.0,40.0,60.0,0.0,0.0
3.105447E7,EE PRESIDENTE WENCESLAU,MG,BRAZOPOLIS,Estadual,Urbana,124.0,Mais que 90 alunos,68.0,54.83870967741935,2.0,80% ou mais,Médio,Maior que 50%,83.1,83.4,9.4,7.2,542.6,485.1985294117647,32.35294117647059,48.529411764705884,19.11764705882353,0.0,0.0
3.1351075E7,EE DE ENSINO MEDIO,MG,BRUMADINHO,Estadual,Rural,38.0,De 31 a 60 alunos,20.0,52.63157894736842,0.0,De 60% a 80%,Médio Baixo,Até 50%,41.2,96.8,0.8,2.4,,489.225,20.0,60.0,20.0,0.0,0.0
3.1008141E7,EE PAULINA ALUOTTO FERREIRA,MG,BRUMADINHO,Estadual,Urbana,150.0,Mais que 90 alunos,85.0,56.666666666666664,1.0,80% ou mais,Médio,Maior que 50%,72.1,69.9,18.6,11.5,549.7199999999999,479.1588235294118,32.94117647058823,48.23529411764706,18.823529411764707,0.0,0.0
3.1008192E7,EE PAULO NETO ALKIMIM,MG,BRUMADINHO,Estadual,Urbana,106.0,Mais que 90 alunos,65.0,61.32075471698113,1.0,De 60% a 80%,Médio Alto,Até 50%,50.0,75.7,18.2,6.1,533.3433333333334,487.2661538461538,20.0,61.53846153846154,18.461538461538463,0.0,0.0
3.1223131E7,C EDUC MARIA MADALENA F PASS0S,MG,BRUMADINHO,Privada,Urbana,35.0,De 31 a 60 alunos,29.0,82.85714285714286,0.0,80% ou mais,Muito Alto,Maior que 50%,73.0,98.7,1.3,0.0,,571.5620689655173,3.4482758620689653,31.03448275862069,62.06896551724138,3.4482758620689653,0.0
3.1054526E7,EE BUENO BRANDAO,MG,BUENO BRANDAO,Estadual,Urbana,110.0,Mais que 90 alunos,70.0,63.63636363636363,0.0,80% ou mais,Médio Alto,Maior que 50%,81.7,82.4,7.2,10.4,574.0733333333334,520.5614285714286,15.714285714285714,51.42857142857142,32.857142857142854,0.0,0.0
3.1108413E7,EE ARGEMIRO ANTONIO PRADO,MG,BURITIS,Estadual,Urbana,205.0,Mais que 90 alunos,116.0,56.58536585365853,0.0,De 60% a 80%,Médio,Maior que 50%,59.0,82.8,11.3,5.9,529.0366666666666,458.3146551724138,43.96551724137931,49.137931034482754,6.896551724137931,0.0,0.0
3.1255262E7,COLEGIO NOSSA SENHORA DA PENA,MG,BURITIS,Privada,Urbana,11.0,De 1 a 30 alunos,11.0,100.0,0.0,80% ou mais,Alto,Até 50%,30.8,100.0,0.0,0.0,,548.8727272727273,0.0,45.45454545454545,54.54545454545454,0.0,0.0
3.1079715E7,EE PROFESSORA MARIETA AMORIM VIEIRA,MG,BURITIZEIRO,Estadual,Urbana,65.0,De 61 a 90 alunos,44.0,67.6923076923077,0.0,De 60% a 80%,Médio Alto,Maior que 50%,77.4,86.0,9.5,4.5,495.8,463.36590909090904,43.18181818181818,50.0,6.8181818181818175,0.0,0.0
3.11091E7,EE DEPUTADO EDUARDO LUCAS,MG,CABECEIRA GRANDE,Estadual,Urbana,26.0,De 1 a 30 alunos,23.0,88.46153846153845,0.0,De 60% a 80%,Médio,Maior que 50%,76.1,77.1,15.2,7.7,,465.8173913043479,43.47826086956522,52.17391304347826,4.3478260869565215,0.0,0.0
3.1322598E7,EE JUVENAL DIOGO PIRES,MG,CABECEIRA GRANDE,Estadual,Urbana,32.0,De 31 a 60 alunos,17.0,53.125,0.0,80% ou mais,Médio Baixo,Até 50%,50.0,81.8,4.5,13.7,,477.1588235294118,35.294117647058826,58.82352941176471,5.88235294117647,0.0,0.0
3.1124079E7,EE PROFESSOR PEDRO SATURNINO DE MAGALHAES,MG,CABO VERDE,Estadual,Urbana,96.0,Mais que 90 alunos,49.0,51.041666666666664,1.0,80% ou mais,Médio,Maior que 50%,76.7,87.9,5.4,6.7,502.6266666666667,470.130612244898,38.775510204081634,55.10204081632652,6.122448979591836,0.0,0.0
3.1267805E7,EE MARIA ANALIA MENDES FERREIRA,MG,CACHOEIRA DA PRATA,Estadual,Urbana,42.0,De 31 a 60 alunos,28.0,66.66666666666666,0.0,80% ou mais,Médio,Maior que 50%,63.9,90.1,4.3,5.6,,496.54642857142863,39.285714285714285,25.0,35.714285714285715,0.0,0.0
3.1184616E7,EE BARAO DO RIO BRANCO,MG,CACHOEIRA DE PAJEU,Estadual,Urbana,79.0,De 61 a 90 alunos,47.0,59.49367088607595,1.0,80% ou mais,Médio Baixo,Até 50%,46.1,88.4,3.6,8.0,492.3766666666667,460.395744680851,46.808510638297875,46.808510638297875,6.382978723404255,0.0,0.0
3.1322814E7,EE JOAO GONCALVES DE OLIVEIRA,MG,CACHOEIRA DOURADA,Estadual,Urbana,32.0,De 31 a 60 alunos,25.0,78.125,3.0,80% ou mais,Médio,Maior que 50%,53.5,81.1,11.6,7.3,,465.5040000000001,44.0,48.0,8.0,0.0,0.0
3.1145548E7,COLEGIO CENECISTA BERNARDO MASCARENHAS,MG,CAETANOPOLIS,Privada,Urbana,25.0,De 1 a 30 alunos,25.0,100.0,0.0,80% ou mais,Médio,Maior que 50%,57.1,96.1,2.6,1.3,,566.868,4.0,36.0,48.0,12.0,0.0
3.1279552E7,NUCLEO COMUNITARIO EDUCACIONAL DE CAETE,MG,CAETE,Privada,Urbana,26.0,De 1 a 30 alunos,24.0,92.3076923076923,0.0,De 60% a 80%,Alto,Maior que 50%,64.7,98.8,1.2,0.0,,615.8125000000001,0.0,12.5,62.5,20.833333333333336,4.166666666666666
3.1128449E7,EE CAPITAO ARNALDO DIAS ANDRADE,MG,CAJURI,Estadual,Urbana,38.0,De 31 a 60 alunos,30.0,78.94736842105263,0.0,80% ou mais,Médio Baixo,Até 50%,35.1,81.6,11.2,7.2,496.72999999999996,496.72999999999996,23.333333333333332,60.0,16.666666666666664,0.0,0.0
3.1124192E7,EE VICENTE LANDI JUNIOR,MG,CALDAS,Estadual,Urbana,78.0,De 61 a 90 alunos,62.0,79.48717948717949,0.0,80% ou mais,Médio,Maior que 50%,64.8,84.7,10.8,4.5,523.44,477.1161290322581,33.87096774193548,54.83870967741935,11.29032258064516,0.0,0.0
3.1202177E7,EE NELSON FERNANDES FRIACA,MG,CAMACHO,Estadual,Urbana,34.0,De 31 a 60 alunos,19.0,55.88235294117647,0.0,80% ou mais,Médio,Maior que 50%,69.6,95.5,1.8,2.7,,458.1473684210527,52.63157894736842,42.10526315789473,5.263157894736842,0.0,0.0
3.1292524E7,CENTRO EDUCACIONAL MARANATHA,MG,CAMANDUCAIA,Privada,Urbana,21.0,De 1 a 30 alunos,20.0,95.23809523809523,0.0,De 60% a 80%,Alto,Maior que 50%,57.9,91.8,8.2,0.0,,513.715,25.0,40.0,35.0,0.0,0.0
3.1235725E7,ESC ANA BUENO,MG,CAMBUI,Privada,Urbana,19.0,De 1 a 30 alunos,18.0,94.73684210526315,0.0,De 60% a 80%,Muito Alto,Até 50%,40.5,100.0,0.0,0.0,,593.1111111111111,5.555555555555555,16.666666666666664,55.55555555555556,22.22222222222222,0.0
3.1343889E7,COLEGIO NILTA DONOFRIO DE CARVALHO,MG,CAMBUI,Privada,Urbana,12.0,De 1 a 30 alunos,11.0,91.66666666666666,0.0,De 60% a 80%,Alto,Até 50%,42.9,100.0,0.0,0.0,,578.8000000000001,9.090909090909092,18.181818181818183,54.54545454545454,18.181818181818183,0.0
3.1171301E7,EE CLOVIS SALGADO,MG,CAMBUQUIRA,Estadual,Urbana,120.0,Mais que 90 alunos,87.0,72.5,0.0,80% ou mais,Médio,Até 50%,45.1,86.7,8.0,5.3,542.8933333333333,483.2022988505748,27.586206896551722,59.77011494252874,12.643678160919542,0.0,0.0
3.1171484E7,EE VITAL BRASIL,MG,CAMPANHA,Estadual,Urbana,138.0,Mais que 90 alunos,74.0,53.62318840579711,0.0,80% ou mais,Médio,Maior que 50%,74.0,84.5,5.8,9.7,540.3100000000001,479.86891891891884,36.486486486486484,50.0,13.513513513513514,0.0,0.0
3.1180319E7,EXTERNATO N SRA DE LOURDES,MG,CAMPANHA,Privada,Urbana,21.0,De 1 a 30 alunos,19.0,90.47619047619048,0.0,80% ou mais,Alto,Até 50%,32.4,91.8,8.2,0.0,,552.8473684210526,10.526315789473683,31.57894736842105,47.368421052631575,10.526315789473683,0.0
3.1268321E7,ESCOLA SAO JOAO,MG,CAMPANHA,Privada,Urbana,19.0,De 1 a 30 alunos,17.0,89.47368421052632,1.0,De 60% a 80%,Alto,Maior que 50%,53.5,98.2,1.8,0.0,,554.6058823529411,11.76470588235294,35.294117647058826,35.294117647058826,17.647058823529413,0.0
3.1124303E7,EE RUI BARBOSA,MG,CAMPESTRE,Estadual,Urbana,176.0,Mais que 90 alunos,100.0,56.81818181818182,2.0,80% ou mais,Médio,Maior que 50%,82.5,78.9,8.7,12.4,557.6,488.26800000000003,27.0,56.99999999999999,16.0,0.0,0.0
3.1158437E7,EE OLINDA CORREA BORGES,MG,CAMPINA VERDE,Estadual,Urbana,23.0,De 1 a 30 alunos,13.0,56.52173913043478,0.0,80% ou mais,Médio,Até 50%,45.5,93.2,1.4,5.4,,464.4230769230769,38.46153846153847,53.84615384615385,7.6923076923076925,0.0,0.0
3.1166162E7,ESC STA TEREZINHA,MG,CAMPINA VERDE,Privada,Urbana,19.0,De 1 a 30 alunos,17.0,89.47368421052632,0.0,80% ou mais,Médio Alto,Até 50%,45.5,100.0,0.0,0.0,,521.3294117647059,17.647058823529413,35.294117647058826,47.05882352941176,0.0,0.0
3.1079642E7,EE CIRILO PEREIRA DA FONSECA,MG,CAMPO AZUL,Estadual,Urbana,78.0,De 61 a 90 alunos,42.0,53.84615384615385,0.0,80% ou mais,Baixo,Maior que 50%,79.4,90.6,3.8,5.6,468.96,442.12380952380954,57.14285714285714,38.095238095238095,4.761904761904762,0.0,0.0
3.1202193E7,EE PADRE ALBERTO FUGER,MG,CAMPO BELO,Estadual,Urbana,169.0,Mais que 90 alunos,124.0,73.37278106508876,0.0,80% ou mais,Médio Alto,Maior que 50%,73.6,76.3,14.8,8.9,573.3266666666666,496.90000000000003,21.774193548387096,61.29032258064516,16.93548387096774,0.0,0.0
3.1202339E7,EE PROFESSOR JOSE MONTEIRO,MG,CAMPO BELO,Estadual,Urbana,141.0,Mais que 90 alunos,107.0,75.88652482269504,2.0,80% ou mais,Médio Alto,Maior que 50%,66.7,78.3,17.8,3.9,583.2666666666667,500.1616822429907,24.299065420560748,52.336448598130836,23.364485981308412,0.0,0.0
3.120515E7,COLEGIO DOM CABRAL,MG,CAMPO BELO,Privada,Urbana,68.0,De 61 a 90 alunos,64.0,94.11764705882352,0.0,80% ou mais,Alto,Maior que 50%,57.0,98.4,1.6,0.0,650.0233333333333,604.275,1.5625,15.625,64.0625,18.75,0.0
3.1329576E7,COLEGIO LOSANGO DE CAMPO BELO,MG,CAMPO BELO,Privada,Urbana,19.0,De 1 a 30 alunos,18.0,94.73684210526315,0.0,De 20% a 40%,Alto,Maior que 50%,69.8,90.8,9.2,0.0,,564.0944444444444,11.11111111111111,22.22222222222222,61.111111111111114,5.555555555555555,0.0
3.1171549E7,EE PADRE CHICO,MG,CAMPO DO MEIO,Estadual,Urbana,111.0,Mais que 90 alunos,73.0,65.76576576576578,0.0,80% ou mais,Médio,Maior que 50%,58.7,76.7,8.8,14.5,545.3933333333333,481.60547945205485,32.87671232876712,49.31506849315068,16.43835616438356,1.36986301369863,0.0
3.1158569E7,EE PADRE CLEMENTE DE MALETO,MG,CAMPOS ALTOS,Estadual,Urbana,83.0,De 61 a 90 alunos,61.0,73.49397590361446,0.0,80% ou mais,Médio Alto,Maior que 50%,69.3,75.2,12.7,12.1,553.0733333333334,497.6491803278688,27.86885245901639,45.90163934426229,26.229508196721312,0.0,0.0
3.1171646E7,EE PROFESSOR EDUARDO DANIEL FERREIRA DIAS,MG,CAMPOS GERAIS,Estadual,Urbana,213.0,Mais que 90 alunos,155.0,72.76995305164318,0.0,80% ou mais,Médio,Maior que 50%,57.7,83.8,2.7,13.5,568.1433333333333,482.45290322580644,25.161290322580644,62.58064516129033,12.258064516129032,0.0,0.0
3.1171701E7,EE PADRE ANTONIO VIEIRA,MG,CAMPOS GERAIS,Estadual,Urbana,41.0,De 31 a 60 alunos,22.0,53.65853658536586,0.0,80% ou mais,Médio,Maior que 50%,60.3,92.5,1.4,6.1,,481.1272727272728,31.818181818181817,50.0,18.181818181818183,0.0,0.0
3.1279081E7,COL STA LUZIA,MG,CAMPOS GERAIS,Privada,Urbana,36.0,De 31 a 60 alunos,35.0,97.22222222222221,0.0,80% ou mais,Alto,Maior que 50%,70.5,100.0,0.0,0.0,576.1899999999999,555.0714285714286,11.428571428571429,37.142857142857146,42.857142857142854,8.571428571428571,0.0
3.1202401E7,EE DOUTOR JOSE ESTEVES DE ANDRADE BOTELHO,MG,CANA VERDE,Estadual,Urbana,42.0,De 31 a 60 alunos,25.0,59.523809523809526,1.0,80% ou mais,Médio,Maior que 50%,61.4,87.3,7.0,5.7,,475.94,36.0,44.0,20.0,0.0,0.0
3.12332E7,EE MARIA APARECIDA DAVID,MG,CANAA,Estadual,Urbana,46.0,De 31 a 60 alunos,23.0,50.0,0.0,80% ou mais,Médio Baixo,Maior que 50%,64.7,91.1,8.1,0.8,,490.88695652173914,34.78260869565217,39.130434782608695,21.73913043478261,4.3478260869565215,0.0
3.119638E7,EE SAO FRANCISCO DE ASSIS,MG,CANAPOLIS,Estadual,Urbana,107.0,Mais que 90 alunos,75.0,70.09345794392523,0.0,80% ou mais,Médio,Maior que 50%,80.0,82.7,9.0,8.3,539.2333333333333,482.232,32.0,53.333333333333336,14.666666666666666,0.0,0.0
3.1202495E7,EE PRESIDENTE KENNEDY,MG,CANDEIAS,Estadual,Urbana,143.0,Mais que 90 alunos,79.0,55.24475524475524,0.0,80% ou mais,Médio,Maior que 50%,76.8,88.5,5.7,5.8,562.0833333333334,490.4291139240506,30.37974683544304,48.10126582278481,20.253164556962027,1.2658227848101267,0.0
3.1096784E7,EE PROFESSOR FRANCISCO LENTZ,MG,CAPARAO,Estadual,Urbana,49.0,De 31 a 60 alunos,31.0,63.26530612244898,0.0,80% ou mais,Médio,Maior que 50%,60.3,85.2,6.5,8.3,498.5966666666667,494.8129032258064,29.03225806451613,48.38709677419355,22.58064516129032,0.0,0.0
3.1319376E7,EE BENTO ROCHA DE JESUS,MG,CAPELINHA,Estadual,Rural,17.0,De 1 a 30 alunos,10.0,58.82352941176471,0.0,80% ou mais,Baixo,Maior que 50%,57.1,100.0,0.0,0.0,,474.18,30.0,60.0,10.0,0.0,0.0
3.1023299E7,EE PROFESSOR ANTONIO LAGO,MG,CAPELINHA,Estadual,Urbana,229.0,Mais que 90 alunos,158.0,68.99563318777294,0.0,80% ou mais,Médio Baixo,Maior que 50%,66.5,81.7,13.3,5.0,585.42,501.27468354430385,21.518987341772153,58.22784810126582,20.253164556962027,0.0,0.0
3.1278131E7,INST EDUC MANUEL LUIZ PEGO,MG,CAPELINHA,Privada,Urbana,15.0,De 1 a 30 alunos,13.0,86.66666666666667,0.0,Menos de 20%,Médio Alto,Até 50%,44.1,100.0,0.0,0.0,,524.2307692307693,0.0,76.92307692307693,23.076923076923077,0.0,0.0
