CARACTERÍSTICAS ESCOLA CÓDIGO DA ENTIDADE,NOME DA ENTIDADE,SIGLA DA UF,MUNICÍPIO,DEPENDÊNCIA ADMINISTRATIVA,LOCALIZAÇÃO,NÚMERO DE ALUNOS NO CENSO,PORTE DA ESCOLA,NÚMERO DE PARTICIPANTES NO ENEM,TAXA DE PARTICPAÇÃO,NÚMERO DE PARTICIPANTES COM NECESSIDADES ESPECIAIS,INDICADORES INDICADOR DE PERMANENCIA NA ESCOLA,INDICADOR NÍVEL SOCIOECONÔMICO,FAIXA - INDICADOR DE FORMAÇÃO DOCENTE,INDICADOR DE FORMAÇÃO DOCENTE,TAXA DE APROVAÇÃO,TAXA DE REPROVAÇÃO,TAXA DE ABANDONO,DESEMPENHO  CIÊNCIAS DA NATUREZA E SUAS TECNOLOGIAS MÉDIA DOS 30 MELHORES ALUNOS DA ESCOLA,MÉDIA,Percentual alunos NÍVEL 1,Percentual alunos NÍVEL 2,Percentual alunos NÍVEL 3,Percentual alunos NÍVEL 4,Percentual alunos NÍVEL 5
1.2018422E7,ESC SANTA LUCIA III,AC,ACRELANDIA,Estadual,Rural,19.0,De 1 a 30 alunos,11.0,57.89473684210527,0.0,80% ou mais,Médio Baixo,Até 50%,28.6,93.9,3.7,2.4,,449.0818181818182,54.54545454545454,36.36363636363637,9.090909090909092,0.0,0.0
1.2021768E7,ESC MARCILIO PONTES DOS SANTOS,AC,ACRELANDIA,Estadual,Urbana,125.0,Mais que 90 alunos,79.0,63.2,1.0,80% ou mais,Médio,Até 50%,43.8,65.4,11.1,23.5,517.6,463.1759493670886,43.037974683544306,50.63291139240506,6.329113924050633,0.0,0.0
1.2015946E7,ESC PROF IRIS CELIA CABANELLAS ZANNINI,AC,ASSIS BRASIL,Estadual,Urbana,50.0,De 31 a 60 alunos,29.0,57.99999999999999,1.0,De 60% a 80%,Médio Baixo,Até 50%,26.4,79.3,13.6,7.1,,439.3344827586207,62.06896551724138,37.93103448275862,0.0,0.0,0.0
1.2009369E7,ESC SAO JOAO BATISTA,AC,BUJARI,Estadual,Urbana,96.0,Mais que 90 alunos,59.0,61.458333333333336,1.0,De 60% a 80%,Médio Baixo,Maior que 50%,51.3,79.4,17.2,3.4,486.6933333333334,449.46101694915257,55.932203389830505,42.3728813559322,1.694915254237288,0.0,0.0
1.2009725E7,ESC ARGENTINA PEREIRA FEITOSA,AC,CAPIXABA,Estadual,Urbana,66.0,De 61 a 90 alunos,48.0,72.72727272727273,0.0,De 60% a 80%,Médio,Maior que 50%,52.9,87.6,6.5,5.9,484.71333333333337,455.4708333333333,56.25,41.66666666666667,2.083333333333333,0.0,0.0
1.2000906E7,ESC JUAREZ IBERNON,AC,CRUZEIRO DO SUL,Estadual,Rural,49.0,De 31 a 60 alunos,30.0,61.224489795918366,0.0,80% ou mais,Médio Baixo,Maior que 50%,53.8,79.7,8.7,11.6,445.22333333333336,445.22333333333336,60.0,40.0,0.0,0.0,0.0
1.200093E7,ESC MANOEL BRAZ DE MELO,AC,CRUZEIRO DO SUL,Estadual,Rural,77.0,De 61 a 90 alunos,40.0,51.94805194805194,0.0,80% ou mais,Médio Baixo,Até 50%,40.3,95.9,2.4,1.7,489.0966666666667,465.76000000000005,35.0,57.49999999999999,7.5,0.0,0.0
1.2001015E7,ESC MARIA DE NAZARE SANTIAGO,AC,CRUZEIRO DO SUL,Estadual,Rural,39.0,De 31 a 60 alunos,22.0,56.41025641025641,0.0,De 60% a 80%,Médio Baixo,Até 50%,46.2,87.4,3.7,8.9,,434.20909090909095,59.09090909090909,40.909090909090914,0.0,0.0,0.0
1.2029718E7,ESC MAGIA DO SABER,AC,CRUZEIRO DO SUL,Estadual,Rural,22.0,De 1 a 30 alunos,11.0,50.0,0.0,80% ou mais,Sem informação,Até 50%,2.8,100.0,0.0,0.0,,422.9,63.63636363636363,36.36363636363637,0.0,0.0,0.0
1.2000213E7,ESC ANSELMO MAIA DE CARVALHO,AC,CRUZEIRO DO SUL,Estadual,Urbana,98.0,Mais que 90 alunos,49.0,50.0,0.0,De 40% a 60%,Médio Baixo,Até 50%,29.8,98.2,1.8,0.0,482.3233333333334,444.5040816326531,61.224489795918366,30.612244897959183,8.16326530612245,0.0,0.0
1.200045E7,ESC CRAVEIRO COSTA,AC,CRUZEIRO DO SUL,Estadual,Urbana,277.0,Mais que 90 alunos,144.0,51.985559566786996,0.0,De 60% a 80%,Médio Baixo,Até 50%,31.6,73.2,14.2,12.6,524.94,447.3659722222222,56.94444444444444,39.58333333333333,3.4722222222222223,0.0,0.0
1.2000914E7,ESC MADRE ADELGUNDES BECKER,AC,CRUZEIRO DO SUL,Estadual,Urbana,53.0,De 31 a 60 alunos,36.0,67.9245283018868,1.0,De 60% a 80%,Baixo,Até 50%,33.3,89.4,7.0,3.6,467.40333333333336,451.46944444444443,50.0,50.0,0.0,0.0,0.0
1.2020249E7,ESC DOM HENRIQUE RUTH,AC,CRUZEIRO DO SUL,Estadual,Urbana,466.0,Mais que 90 alunos,265.0,56.866952789699575,6.0,De 60% a 80%,Médio Baixo,Até 50%,41.4,58.1,16.3,25.6,568.0833333333334,468.7833962264151,41.132075471698116,49.43396226415094,9.433962264150944,0.0,0.0
1.2030937E7,INSTITUTO FEDERAL DO ACRE CAMPUS CRUZEIRO DO SUL,AC,CRUZEIRO DO SUL,Federal,Urbana,42.0,De 31 a 60 alunos,28.0,66.66666666666666,0.0,De 40% a 60%,Médio Baixo,Maior que 50%,93.8,68.5,25.8,5.7,,476.62857142857143,35.714285714285715,50.0,14.285714285714285,0.0,0.0
1.2001686E7,ESC INST ORFANOLOGICO SANTA TERESINHA,AC,CRUZEIRO DO SUL,Privada,Urbana,39.0,De 31 a 60 alunos,35.0,89.74358974358975,0.0,80% ou mais,Muito Alto,Até 50%,46.2,94.2,5.8,0.0,538.9633333333334,524.7457142857144,11.428571428571429,48.57142857142857,40.0,0.0,0.0
1.2031674E7,ESCOLA BELO PORVIR,AC,EPITACIOLANDIA,Estadual,Urbana,167.0,Mais que 90 alunos,90.0,53.89221556886228,0.0,Menos de 20%,Médio Baixo,Até 50%,46.6,71.6,10.9,17.5,525.7733333333333,470.1811111111111,34.44444444444444,61.111111111111114,4.444444444444445,0.0,0.0
1.2030155E7,ESC JAIRO DE FIGUEIREDO MELO,AC,JORDAO,Estadual,Urbana,60.0,De 31 a 60 alunos,34.0,56.666666666666664,0.0,80% ou mais,Baixo,Até 50%,38.5,81.2,8.5,10.3,442.91,433.3735294117647,61.76470588235294,38.23529411764706,0.0,0.0,0.0
1.2001805E7,ESC 1º DE MAIO,AC,MANCIO LIMA,Estadual,Urbana,34.0,De 31 a 60 alunos,24.0,70.58823529411765,0.0,De 60% a 80%,Médio Baixo,Maior que 50%,60.0,92.7,6.6,0.7,,422.91249999999997,70.83333333333334,29.166666666666668,0.0,0.0,0.0
1.2001945E7,ESC ANTONIO OLIVEIRA DANTAS,AC,MANCIO LIMA,Estadual,Urbana,83.0,De 61 a 90 alunos,47.0,56.62650602409639,1.0,De 60% a 80%,Médio Baixo,Maior que 50%,51.0,87.5,1.1,11.4,480.08666666666664,446.4553191489362,59.57446808510638,36.17021276595745,4.25531914893617,0.0,0.0
1.2002046E7,ESC FRANCISCO FREIRE DE CARVALHO,AC,MANCIO LIMA,Estadual,Urbana,72.0,De 61 a 90 alunos,36.0,50.0,0.0,80% ou mais,Médio Baixo,Maior que 50%,53.8,96.0,1.2,2.8,463.4933333333333,449.4222222222222,52.77777777777778,44.44444444444444,2.7777777777777777,0.0,0.0
1.200692E7,ESC NAZIRA ANUTE DE LIMA,AC,MANOEL URBANO,Estadual,Urbana,66.0,De 61 a 90 alunos,34.0,51.515151515151516,1.0,80% ou mais,Médio,Até 50%,45.5,77.5,6.9,15.6,448.7866666666667,438.3882352941177,64.70588235294117,32.35294117647059,2.941176470588235,0.0,0.0
1.2010731E7,ESC SAO LUIZ GONZAGA,AC,PLACIDO DE CASTRO,Estadual,Rural,69.0,De 61 a 90 alunos,39.0,56.52173913043478,0.0,80% ou mais,Médio Baixo,Até 50%,43.2,88.1,3.2,8.7,482.46666666666664,462.8075,43.58974358974359,56.41025641025641,0.0,0.0,0.0
1.2023779E7,ESC JOAO RICARDO DE FREITAS,AC,PLACIDO DE CASTRO,Estadual,Urbana,154.0,Mais que 90 alunos,109.0,70.77922077922078,0.0,80% ou mais,Médio,Até 50%,46.2,83.6,6.6,9.8,530.4466666666667,462.8917431192661,38.53211009174312,53.21100917431193,8.256880733944955,0.0,0.0
1.2014125E7,ESC UNIAO E PROGRESSO,AC,PORTO ACRE,Estadual,Rural,45.0,De 31 a 60 alunos,27.0,60.0,0.0,80% ou mais,Médio Baixo,Até 50%,40.7,87.1,10.6,2.3,,477.4074074074074,29.629629629629626,62.96296296296296,7.4074074074074066,0.0,0.0
1.2015334E7,ESC EDMUNDO PINTO DE ALMEIDA NETO,AC,PORTO ACRE,Estadual,Rural,80.0,De 61 a 90 alunos,47.0,58.75,0.0,De 60% a 80%,Médio,Até 50%,30.5,72.4,25.3,2.3,488.3233333333334,453.3042553191489,51.06382978723404,42.5531914893617,6.382978723404255,0.0,0.0
1.2015342E7,ESC JADER SARAIVA MACHADO,AC,PORTO ACRE,Estadual,Rural,38.0,De 31 a 60 alunos,25.0,65.78947368421053,0.0,80% ou mais,Médio Baixo,Maior que 50%,61.5,69.6,17.0,13.4,,450.06,56.00000000000001,44.0,0.0,0.0,0.0
1.2015326E7,ESC CEL JOSE PLACIDO DE CASTRO,AC,PORTO ACRE,Estadual,Urbana,27.0,De 1 a 30 alunos,18.0,66.66666666666666,0.0,80% ou mais,Médio,Até 50%,18.3,99.3,0.7,0.0,,420.45000000000005,83.33333333333334,16.666666666666664,0.0,0.0,0.0
1.200305E7,ESC BORGES DE AQUINO,AC,PORTO WALTER,Estadual,Urbana,68.0,De 61 a 90 alunos,43.0,63.23529411764706,1.0,80% ou mais,Médio Baixo,Até 50%,24.4,77.1,10.6,12.3,437.8966666666667,416.9976744186047,74.4186046511628,25.581395348837212,0.0,0.0,0.0
1.2012297E7,ESC DR AUGUSTO MONTEIRO,AC,RIO BRANCO,Estadual,Rural,15.0,De 1 a 30 alunos,12.0,80.0,0.0,De 60% a 80%,Sem informação,Até 50%,16.7,96.2,0.0,3.8,,414.74166666666673,75.0,25.0,0.0,0.0,0.0
1.201236E7,ESC DR SANTIAGO DANTAS,AC,RIO BRANCO,Estadual,Rural,65.0,De 61 a 90 alunos,43.0,66.15384615384615,0.0,De 60% a 80%,Médio,Maior que 50%,53.8,78.3,17.4,4.3,470.50333333333333,450.0534883720931,55.81395348837209,44.18604651162791,0.0,0.0,0.0
1.2011444E7,ESC COLEGIO ESTADUAL BARAO DO RIO BRANCO,AC,RIO BRANCO,Estadual,Urbana,644.0,Mais que 90 alunos,416.0,64.59627329192547,7.0,De 40% a 60%,Médio,Maior que 50%,71.5,69.2,25.8,5.0,580.92,465.6378896882494,43.02884615384615,47.59615384615385,9.375,0.0,0.0
1.2011517E7,ESC DR JOAO BATISTA AGUIAR,AC,RIO BRANCO,Estadual,Urbana,183.0,Mais que 90 alunos,136.0,74.31693989071039,4.0,De 60% a 80%,Médio,Maior que 50%,58.5,83.2,4.4,12.4,532.45,456.07205882352946,51.470588235294116,44.11764705882353,4.411764705882353,0.0,0.0
1.2011584E7,ESC ALCIMAR NUNES LEITAO,AC,RIO BRANCO,Estadual,Urbana,82.0,De 61 a 90 alunos,65.0,79.26829268292683,3.0,De 60% a 80%,Médio Alto,Maior que 50%,84.6,82.8,12.8,4.4,537.3966666666666,482.15151515151507,38.46153846153847,46.15384615384615,15.384615384615385,0.0,0.0
1.2012017E7,ESC HUMBERTO SOARES DA COSTA,AC,RIO BRANCO,Estadual,Urbana,66.0,De 61 a 90 alunos,47.0,71.21212121212122,0.0,De 60% a 80%,Médio,Maior que 50%,53.8,93.0,7.0,0.0,468.70333333333326,439.2340425531915,55.319148936170215,44.680851063829785,0.0,0.0,0.0
1.2012181E7,ESC PROF JOSE RODRIGUES LEITE,AC,RIO BRANCO,Estadual,Urbana,298.0,Mais que 90 alunos,261.0,87.58389261744966,3.0,De 60% a 80%,Médio Alto,Maior que 50%,85.3,95.9,2.9,1.2,582.9933333333333,474.22567049808424,35.24904214559387,52.490421455938694,11.877394636015326,0.38314176245210724,0.0
1.2012556E7,ESC PROF HELOISA MOURAO MARQUES,AC,RIO BRANCO,Estadual,Urbana,243.0,Mais que 90 alunos,188.0,77.36625514403292,1.0,De 60% a 80%,Médio,Maior que 50%,78.4,55.0,18.0,27.0,566.1700000000001,475.22712765957453,37.765957446808514,49.46808510638298,12.76595744680851,0.0,0.0
1.2012564E7,ESC HENRIQUE LIMA,AC,RIO BRANCO,Estadual,Urbana,109.0,Mais que 90 alunos,57.0,52.293577981651374,1.0,De 40% a 60%,Médio,Até 50%,45.1,64.1,26.7,9.2,494.3,452.25964912280705,50.877192982456144,45.614035087719294,3.508771929824561,0.0,0.0
1.201258E7,ESC INSTITUTO DE EDUCACAO LOURENCO FILHO,AC,RIO BRANCO,Estadual,Urbana,97.0,Mais que 90 alunos,75.0,77.31958762886599,1.0,De 60% a 80%,Médio,Maior que 50%,68.9,60.5,36.5,3.0,509.94,451.20799999999997,53.333333333333336,40.0,6.666666666666667,0.0,0.0
1.201275E7,ESC LEONCIO DE CARVALHO,AC,RIO BRANCO,Estadual,Urbana,187.0,Mais que 90 alunos,108.0,57.75401069518716,0.0,De 60% a 80%,Médio,Maior que 50%,64.6,70.5,12.0,17.5,529.1833333333333,457.11944444444447,48.148148148148145,46.2962962962963,5.555555555555555,0.0,0.0
1.2013013E7,ESC LOURIVAL SOMBRA PEREIRA LIMA,AC,RIO BRANCO,Estadual,Urbana,110.0,Mais que 90 alunos,95.0,86.36363636363636,1.0,De 60% a 80%,Médio Alto,Maior que 50%,84.1,80.6,9.9,9.5,522.3566666666667,455.4536842105263,52.63157894736842,41.05263157894737,6.315789473684211,0.0,0.0
1.201334E7,ESCOLA PRESBITERIANA JOAO CALVINO,AC,RIO BRANCO,Estadual,Urbana,141.0,Mais que 90 alunos,128.0,90.78014184397163,3.0,Menos de 20%,Alto,Maior que 50%,57.9,92.3,6.5,1.2,552.1733333333334,467.1125,42.96875,46.875,10.15625,0.0,0.0
1.202734E7,ESC LOURIVAL PINHO,AC,RIO BRANCO,Estadual,Urbana,453.0,Mais que 90 alunos,269.0,59.38189845474614,3.0,De 60% a 80%,Médio Baixo,Maior que 50%,67.7,55.2,17.7,27.1,551.1800000000001,456.67026022304833,49.07063197026022,45.353159851301115,5.5762081784386615,0.0,0.0
1.2027758E7,ESC GLORIA PEREZ,AC,RIO BRANCO,Estadual,Urbana,317.0,Mais que 90 alunos,188.0,59.305993690851736,7.0,De 40% a 60%,Médio,Maior que 50%,54.2,69.8,13.3,16.9,547.6633333333334,457.2122340425532,49.46808510638298,43.61702127659575,6.914893617021277,0.0,0.0
1.2028037E7,ESC JORNALISTA ARMANDO NOGUEIRA,AC,RIO BRANCO,Estadual,Urbana,368.0,Mais que 90 alunos,269.0,73.09782608695652,3.0,De 60% a 80%,Médio,Maior que 50%,50.1,79.5,18.3,2.2,563.1,460.13605947955386,46.468401486988846,46.468401486988846,7.063197026022305,0.0,0.0
1.202886E7,ESC JOSE RIBAMAR BATISTA,AC,RIO BRANCO,Estadual,Urbana,366.0,Mais que 90 alunos,221.0,60.38251366120219,3.0,De 60% a 80%,Médio Baixo,Maior que 50%,68.5,75.6,15.8,8.6,571.2766666666666,466.8565610859729,41.17647058823529,49.321266968325794,9.502262443438914,0.0,0.0
1.2044636E7,ESC PROF PEDRO MARTINELLO,AC,RIO BRANCO,Estadual,Urbana,94.0,Mais que 90 alunos,62.0,65.95744680851064,3.0,80% ou mais,Médio Baixo,Maior que 50%,69.6,74.9,15.7,9.4,468.36333333333334,430.7451612903226,69.35483870967742,27.419354838709676,3.225806451612903,0.0,0.0
1.2044822E7,ESC SEBASTIAO PEDROSA,AC,RIO BRANCO,Estadual,Urbana,250.0,Mais que 90 alunos,151.0,60.4,2.0,De 60% a 80%,Médio Baixo,Maior que 50%,83.8,64.8,24.7,10.5,531.53,449.27350993377485,50.331125827814574,45.033112582781456,4.635761589403973,0.0,0.0
1.2052221E7,ESC PROF CLICIA GADELHA,AC,RIO BRANCO,Estadual,Urbana,293.0,Mais que 90 alunos,170.0,58.02047781569966,1.0,De 60% a 80%,Médio Baixo,Maior que 50%,74.1,65.2,18.5,16.3,547.5300000000001,457.83000000000004,45.294117647058826,47.05882352941176,7.647058823529412,0.0,0.0
1.201141E7,ESC COLEGIO DE APLICACAO UFAC,AC,RIO BRANCO,Federal,Urbana,28.0,De 1 a 30 alunos,27.0,96.42857142857143,0.0,De 60% a 80%,Alto,Maior que 50%,89.6,80.5,19.5,0.0,,528.3666666666667,18.51851851851852,40.74074074074074,37.03703703703704,3.7037037037037033,0.0
1.2030961E7,INSTITUTO FEDERAL DO ACRE CAMPUS RIO BRANCO,AC,RIO BRANCO,Federal,Urbana,12.0,De 1 a 30 alunos,12.0,100.0,0.0,Menos de 20%,Sem informação,Maior que 50%,91.9,51.6,48.4,0.0,,466.0083333333334,58.333333333333336,33.33333333333333,8.333333333333332,0.0,0.0
1.2010928E7,ESC COLEGIO ADVENTISTA DE RIO BRANCO,AC,RIO BRANCO,Privada,Urbana,44.0,De 31 a 60 alunos,34.0,77.27272727272727,0.0,De 60% a 80%,Alto,Maior que 50%,55.8,92.2,7.3,0.5,520.7366666666668,503.04411764705884,20.588235294117645,50.0,29.411764705882355,0.0,0.0
1.2010936E7,ESC CENTRO EDUCACIONAL E CULTURAL - META,AC,RIO BRANCO,Privada,Urbana,160.0,Mais que 90 alunos,145.0,90.625,1.0,De 60% a 80%,Muito Alto,Maior que 50%,74.7,97.7,2.3,0.0,643.84,547.756551724138,9.655172413793103,39.310344827586206,44.827586206896555,6.206896551724138,0.0
1.201437E7,ESC INSTITUTO IMACULADA CONCEICAO,AC,RIO BRANCO,Privada,Urbana,69.0,De 61 a 90 alunos,65.0,94.20289855072464,0.0,80% ou mais,Alto,Maior que 50%,78.9,96.6,2.2,1.2,560.7233333333334,503.7707692307692,18.461538461538463,56.92307692307692,23.076923076923077,1.5384615384615385,0.0
1.201907E7,ESC MAX REINO ENCANTADO,AC,RIO BRANCO,Privada,Urbana,14.0,De 1 a 30 alunos,14.0,100.0,0.0,De 20% a 40%,Muito Alto,Maior que 50%,71.9,100.0,0.0,0.0,,471.93571428571425,42.857142857142854,42.857142857142854,14.285714285714285,0.0,0.0
1.2021261E7,ESC COLEGIO VITORIA,AC,RIO BRANCO,Privada,Urbana,32.0,De 31 a 60 alunos,28.0,87.5,0.0,De 60% a 80%,Muito Alto,Até 50%,50.0,97.0,3.0,0.0,,517.6642857142857,7.142857142857142,60.71428571428571,32.142857142857146,0.0,0.0
1.2022969E7,ESC ASSOCIACAO MODELAR DE ENSINO A M E,AC,RIO BRANCO,Privada,Urbana,41.0,De 31 a 60 alunos,35.0,85.36585365853658,0.0,De 60% a 80%,Muito Alto,Até 50%,40.5,100.0,0.0,0.0,528.11,512.3057142857143,20.0,48.57142857142857,31.428571428571427,0.0,0.0
1.2026409E7,ESC COLEGIO ALTERNATIVO DO ACRE LTDA,AC,RIO BRANCO,Privada,Urbana,53.0,De 31 a 60 alunos,47.0,88.67924528301887,0.0,De 40% a 60%,Muito Alto,Até 50%,46.2,89.5,10.0,0.5,568.7333333333333,523.6595744680852,19.148936170212767,40.42553191489361,38.297872340425535,2.127659574468085,0.0
1.202653E7,ESCOLA DE EDUCACAO BASCIA E PROFISSIONAL FUNDACAO BRADESCO,AC,RIO BRANCO,Privada,Urbana,66.0,De 61 a 90 alunos,58.0,87.87878787878788,0.0,80% ou mais,Médio,Maior que 50%,76.9,92.9,7.1,0.0,546.8433333333334,499.01379310344834,22.413793103448278,55.172413793103445,22.413793103448278,0.0,0.0
1.2028835E7,ESC COLEGIO LATO SENSU,AC,RIO BRANCO,Privada,Urbana,45.0,De 31 a 60 alunos,42.0,93.33333333333333,0.0,80% ou mais,Muito Alto,Maior que 50%,90.3,99.1,0.9,0.0,617.4599999999999,588.754761904762,2.380952380952381,14.285714285714285,64.28571428571429,19.047619047619047,0.0
1.2030058E7,ESC DE ENSINO MEDIO E TECNICO PLACIDO DE CASTRO,AC,RIO BRANCO,Privada,Urbana,30.0,De 1 a 30 alunos,28.0,93.33333333333333,0.0,De 60% a 80%,Muito Alto,Maior que 50%,61.5,96.9,3.1,0.0,,561.775,0.0,39.285714285714285,53.57142857142857,7.142857142857142,0.0
1.2031682E7,COLEGIO SIGMA,AC,RIO BRANCO,Privada,Urbana,37.0,De 31 a 60 alunos,37.0,100.0,1.0,Menos de 20%,Muito Alto,Até 50%,37.3,94.3,4.8,0.9,624.2733333333333,591.9540540540542,8.108108108108109,16.216216216216218,51.35135135135135,24.324324324324326,0.0
1.2022004E7,ESC FRANCISCO BRAGA DE SOUZA,AC,RODRIGUES ALVES,Estadual,Urbana,92.0,Mais que 90 alunos,65.0,70.65217391304348,1.0,De 60% a 80%,Médio Baixo,Maior que 50%,54.7,86.5,6.3,7.2,484.8,441.0261538461539,61.53846153846154,36.92307692307693,1.5384615384615385,0.0,0.0
1.2028851E7,ESC PADRE PAOLINO MARIA BALDASSARI,AC,SANTA ROSA DO PURUS,Estadual,Urbana,38.0,De 31 a 60 alunos,23.0,60.526315789473685,0.0,De 60% a 80%,Baixo,Até 50%,28.4,91.9,2.7,5.4,,433.77826086956526,65.21739130434783,30.434782608695656,4.3478260869565215,0.0,0.0
1.2030945E7,INSTITUTO FEDERAL DO ACRE CAMPUS SENA MADUREIRA,AC,SENA MADUREIRA,Federal,Urbana,28.0,De 1 a 30 alunos,23.0,82.14285714285714,0.0,80% ou mais,Sem informação,Maior que 50%,79.5,60.0,30.0,10.0,,463.45217391304345,39.130434782608695,60.86956521739131,0.0,0.0,0.0
1.2014591E7,ESC 15 DE JUNHO,AC,SENADOR GUIOMARD,Estadual,Urbana,243.0,Mais que 90 alunos,131.0,53.90946502057613,0.0,De 60% a 80%,Médio,Maior que 50%,79.5,81.1,8.8,10.1,539.6133333333333,459.85267175572517,48.091603053435115,45.038167938931295,6.870229007633588,0.0,0.0
1.201821E7,ESC UNIAO,AC,XAPURI,Estadual,Rural,26.0,De 1 a 30 alunos,16.0,61.53846153846154,0.0,80% ou mais,Sem informação,Até 50%,7.4,100.0,0.0,0.0,,414.28125,81.25,18.75,0.0,0.0,0.0
1.201754E7,ESC DIVINA PROVIDENCIA,AC,XAPURI,Estadual,Urbana,70.0,De 61 a 90 alunos,53.0,75.71428571428571,0.0,De 60% a 80%,Médio,Até 50%,47.5,79.5,8.6,11.9,493.2866666666667,452.30943396226417,52.83018867924528,39.62264150943396,7.547169811320755,0.0,0.0
1.2030953E7,INSTITUTO FEDERAL DO ACRE CAMPUS XAPURI,AC,XAPURI,Federal,Urbana,40.0,De 31 a 60 alunos,27.0,67.5,1.0,80% ou mais,Sem informação,Maior que 50%,81.8,84.8,13.2,2.0,,496.0074074074074,22.22222222222222,51.85185185185185,25.925925925925924,0.0,0.0
2.7016331E7,ESCOLA ESTADUAL SENADOR RUI PALMEIRA,AL,ARAPIRACA,Estadual,Urbana,378.0,Mais que 90 alunos,224.0,59.25925925925925,1.0,De 60% a 80%,Médio Baixo,Até 50%,47.3,56.4,25.5,18.1,560.83,464.40535714285716,41.07142857142857,51.33928571428571,7.142857142857142,0.4464285714285714,0.0
2.7016366E7,ESCOLA ESTADUAL ADRIANO JORGE,AL,ARAPIRACA,Estadual,Urbana,73.0,De 61 a 90 alunos,47.0,64.38356164383562,0.0,De 40% a 60%,Médio,Maior que 50%,84.8,67.9,1.9,30.2,485.5933333333333,453.9127659574468,46.808510638297875,51.06382978723404,2.127659574468085,0.0,0.0
2.7016412E7,ESCOLA ESTADUAL MANOEL ANDRE,AL,ARAPIRACA,Estadual,Urbana,50.0,De 31 a 60 alunos,32.0,64.0,0.0,De 60% a 80%,Médio Baixo,Até 50%,47.9,80.3,10.8,8.9,453.12,447.8875,53.125,43.75,3.125,0.0,0.0
2.701642E7,ESCOLA ESTADUAL DE EDUCACAO BASICA MANOEL LUCIO DA SILVA,AL,ARAPIRACA,Estadual,Urbana,302.0,Mais que 90 alunos,170.0,56.29139072847682,0.0,80% ou mais,Médio Baixo,Maior que 50%,51.1,57.3,20.9,21.8,543.0266666666668,455.62000000000006,48.23529411764706,45.88235294117647,5.88235294117647,0.0,0.0
2.7016447E7,ESCOLA ESTADUAL PROFº JOSE MOACIR TEOFILO,AL,ARAPIRACA,Estadual,Urbana,67.0,De 61 a 90 alunos,39.0,58.2089552238806,0.0,De 40% a 60%,Médio Baixo,Até 50%,47.8,79.8,3.3,16.9,462.15000000000003,445.3820512820513,64.1025641025641,28.205128205128204,7.6923076923076925,0.0,0.0
2.7016471E7,ESCOLA ESTADUAL DE EDUCACAO BASICA COSTA REGO,AL,ARAPIRACA,Estadual,Urbana,97.0,Mais que 90 alunos,67.0,69.0721649484536,0.0,Menos de 20%,Médio Baixo,Maior que 50%,56.8,59.0,16.1,24.9,519.6466666666668,463.2716417910448,49.25373134328358,40.298507462686565,10.44776119402985,0.0,0.0
2.701648E7,ESCOLA ESTADUAL LIONS CLUB,AL,ARAPIRACA,Estadual,Urbana,243.0,Mais que 90 alunos,141.0,58.0246913580247,0.0,80% ou mais,Médio Baixo,Maior que 50%,57.5,64.2,9.3,26.5,531.7033333333334,454.0567375886525,48.226950354609926,48.93617021276596,2.8368794326241136,0.0,0.0
2.701651E7,ESCOLA ESTADUAL QUINTELLA CAVALCANTI,AL,ARAPIRACA,Estadual,Urbana,522.0,Mais que 90 alunos,332.0,63.601532567049816,0.0,De 60% a 80%,Médio Baixo,Até 50%,45.1,59.8,18.1,22.1,571.5933333333334,470.6969879518073,37.04819277108434,54.81927710843374,8.132530120481928,0.0,0.0
2.7226158E7,ESCOLA ESTADUAL DE EDUCACAO BASICA PROFESSORA IZAURA ANTONIA DE LISBOA,AL,ARAPIRACA,Estadual,Urbana,210.0,Mais que 90 alunos,117.0,55.714285714285715,3.0,80% ou mais,Médio Baixo,Maior que 50%,58.3,51.2,30.0,18.8,525.5,451.4974358974359,51.28205128205128,42.73504273504273,5.982905982905983,0.0,0.0
2.7047636E7,INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA DE ALAGOAS CAMPUS ARAPIRACA,AL,ARAPIRACA,Federal,Urbana,148.0,Mais que 90 alunos,123.0,83.1081081081081,0.0,80% ou mais,Médio,Maior que 50%,72.8,82.3,12.9,4.8,595.33,514.5520325203253,20.32520325203252,43.90243902439025,35.77235772357724,0.0,0.0
2.7016021E7,COLEGIO CENECISTA NOSSA SENHORA DO BOM CONSELHO,AL,ARAPIRACA,Privada,Urbana,104.0,Mais que 90 alunos,98.0,94.23076923076923,0.0,De 60% a 80%,Médio Alto,Até 50%,49.0,92.6,6.6,0.8,556.6866666666666,490.81632653061223,25.510204081632654,58.16326530612245,16.3265306122449,0.0,0.0
2.701603E7,COLEGIO NORMAL SAO FRANCISCO DE ASSIS,AL,ARAPIRACA,Privada,Urbana,62.0,De 61 a 90 alunos,62.0,100.0,0.0,80% ou mais,Alto,Até 50%,48.8,98.9,0.6,0.5,576.1733333333334,523.7677419354839,12.903225806451612,46.774193548387096,40.32258064516129,0.0,0.0
2.7016269E7,CENTRO EDUCACIONAL SANTA CECILIA,AL,ARAPIRACA,Privada,Urbana,29.0,De 1 a 30 alunos,28.0,96.55172413793103,0.0,De 60% a 80%,Alto,Até 50%,46.2,89.9,10.1,0.0,,490.5964285714286,28.57142857142857,57.14285714285714,14.285714285714285,0.0,0.0
