CARACTERÍSTICAS ESCOLA CÓDIGO DA ENTIDADE,NOME DA ENTIDADE,SIGLA DA UF,MUNICÍPIO,DEPENDÊNCIA ADMINISTRATIVA,LOCALIZAÇÃO,NÚMERO DE ALUNOS NO CENSO,PORTE DA ESCOLA,NÚMERO DE PARTICIPANTES NO ENEM,TAXA DE PARTICPAÇÃO,NÚMERO DE PARTICIPANTES COM NECESSIDADES ESPECIAIS,INDICADORES INDICADOR DE PERMANENCIA NA ESCOLA,INDICADOR NÍVEL SOCIOECONÔMICO,FAIXA - INDICADOR DE FORMAÇÃO DOCENTE,INDICADOR DE FORMAÇÃO DOCENTE,TAXA DE APROVAÇÃO,TAXA DE REPROVAÇÃO,TAXA DE ABANDONO,DESEMPENHO  CIÊNCIAS HUMANAS E SUAS TECNOLOGIAS MÉDIA DOS 30 MELHORES ALUNOS DA ESCOLA,MÉDIA,Percentual alunos NÍVEL 1,Percentual alunos NÍVEL 2,Percentual alunos NÍVEL 3,Percentual alunos NÍVEL 4,Percentual alunos NÍVEL 5
3.3169438E7,COLEGIO LEMOS DE CASTRO II,RJ,RIO DE JANEIRO,Privada,Urbana,52.0,De 31 a 60 alunos,31.0,59.61538461538461,0.0,Menos de 20%,Alto,Até 50%,28.6,92.1,7.9,0.0,553.1166666666667,549.2064516129032,9.67741935483871,29.03225806451613,58.06451612903226,3.225806451612903,0.0
3.316964E7,CENTRO EDUCACIONAL LEONI DE MELLO,RJ,RIO DE JANEIRO,Privada,Urbana,19.0,De 1 a 30 alunos,12.0,63.1578947368421,0.0,Menos de 20%,Alto,Maior que 50%,54.5,98.0,2.0,0.0,,509.9583333333334,25.0,41.66666666666667,33.33333333333333,0.0,0.0
3.3169713E7,SISTEMA ELITE DE ENSINO,RJ,RIO DE JANEIRO,Privada,Urbana,158.0,Mais que 90 alunos,131.0,82.91139240506328,0.0,Menos de 20%,Alto,Maior que 50%,91.1,94.5,5.3,0.2,667.25,595.7458015267176,0.7633587786259541,25.954198473282442,57.25190839694656,16.030534351145036,0.0
3.31701E7,ESCOLA DO CENTRO DE ATIVIDADES DE JACAREPAGUA,RJ,RIO DE JANEIRO,Privada,Urbana,33.0,De 31 a 60 alunos,25.0,75.75757575757575,0.0,Menos de 20%,Sem informação,Maior que 50%,86.1,Sem informação,Sem informação,Sem informação,,601.052,0.0,24.0,64.0,12.0,0.0
3.317032E7,ESCOLA TECNICA GUARATIBA,RJ,RIO DE JANEIRO,Privada,Urbana,12.0,De 1 a 30 alunos,10.0,83.33333333333334,0.0,Menos de 20%,Sem informação,Maior que 50%,74.4,82.6,17.4,0.0,,576.52,0.0,20.0,80.0,0.0,0.0
3.3171467E7,COLEGIO LLESSER UNIDADE 2,RJ,RIO DE JANEIRO,Privada,Urbana,20.0,De 1 a 30 alunos,15.0,75.0,0.0,Menos de 20%,Sem informação,Maior que 50%,55.0,100.0,0.0,0.0,,594.4666666666667,0.0,13.333333333333334,73.33333333333333,13.333333333333334,0.0
3.3172315E7,CENTRO DE ENSINO E CULTURA,RJ,RIO DE JANEIRO,Privada,Urbana,54.0,De 31 a 60 alunos,35.0,64.81481481481481,0.0,Menos de 20%,Sem informação,Até 50%,41.5,91.3,8.3,0.4,564.5633333333333,543.9057142857143,11.428571428571429,34.285714285714285,51.42857142857142,2.857142857142857,0.0
3.3172331E7,SISTEMA ELITE DE ENSINO ILHA,RJ,RIO DE JANEIRO,Privada,Urbana,43.0,De 31 a 60 alunos,36.0,83.72093023255815,0.0,Menos de 20%,Sem informação,Maior que 50%,78.3,96.7,3.3,0.0,637.8166666666668,621.7194444444444,0.0,8.333333333333332,58.333333333333336,33.33333333333333,0.0
3.3218404E7,COLEGIO NOTRE DAME - RECREIO - RJ,RJ,RIO DE JANEIRO,Privada,Urbana,31.0,De 31 a 60 alunos,31.0,100.0,0.0,80% ou mais,Muito Alto,Maior que 50%,72.4,95.4,4.6,0.0,638.6366666666668,635.8741935483872,0.0,0.0,64.51612903225806,35.483870967741936,0.0
3.3218803E7,ADN MASTER COLEGIO LTDA,RJ,RIO DE JANEIRO,Privada,Urbana,45.0,De 31 a 60 alunos,32.0,71.11111111111111,0.0,De 20% a 40%,Alto,Maior que 50%,68.0,94.7,5.3,0.0,568.1833333333333,556.8687500000001,6.25,37.5,46.875,9.375,0.0
3.3223203E7,KEPPLER COLEGIO E CURSO,RJ,RIO DE JANEIRO,Privada,Urbana,29.0,De 1 a 30 alunos,27.0,93.10344827586206,0.0,Menos de 20%,Alto,Maior que 50%,83.3,Sem informação,Sem informação,Sem informação,,606.7296296296297,0.0,14.814814814814813,66.66666666666666,18.51851851851852,0.0
3.3228604E7,COLEGIO DE A A Z,RJ,RIO DE JANEIRO,Privada,Urbana,98.0,Mais que 90 alunos,96.0,97.95918367346938,0.0,De 20% a 40%,Muito Alto,Maior que 50%,71.6,92.0,8.0,0.0,718.5133333333334,672.0875000000001,0.0,0.0,30.208333333333332,67.70833333333334,2.083333333333333
3.323123E7,COLEGIO SAINT JOHN-UNIDADE II,RJ,RIO DE JANEIRO,Privada,Urbana,50.0,De 31 a 60 alunos,49.0,98.0,0.0,80% ou mais,Muito Alto,Maior que 50%,90.9,90.1,9.9,0.0,651.9633333333333,627.3224489795919,0.0,4.081632653061225,71.42857142857143,24.489795918367346,0.0
3.3241201E7,COLEGIO E CURSO INTELLECTUS - UNIDADE FREGUESIA,RJ,RIO DE JANEIRO,Privada,Urbana,104.0,Mais que 90 alunos,98.0,94.23076923076923,0.0,De 40% a 60%,Muito Alto,Maior que 50%,78.4,93.6,3.7,2.7,670.8466666666667,614.5561224489796,1.0204081632653061,10.204081632653061,64.28571428571429,24.489795918367346,0.0
3.3241228E7,COLEGIO ADNJR,RJ,RIO DE JANEIRO,Privada,Urbana,21.0,De 1 a 30 alunos,16.0,76.19047619047619,0.0,De 20% a 40%,Alto,Maior que 50%,58.7,Sem informação,Sem informação,Sem informação,,552.075,6.25,43.75,43.75,6.25,0.0
3.3243204E7,COLEGIO PASSAREDO UNIDADE II,RJ,RIO DE JANEIRO,Privada,Urbana,30.0,De 1 a 30 alunos,26.0,86.66666666666667,0.0,De 40% a 60%,Alto,Maior que 50%,75.0,89.9,10.1,0.0,,587.6923076923077,7.6923076923076925,15.384615384615385,61.53846153846154,15.384615384615385,0.0
3.3249202E7,COLEGIO PH,RJ,RIO DE JANEIRO,Privada,Urbana,109.0,Mais que 90 alunos,108.0,99.08256880733946,0.0,De 20% a 40%,Muito Alto,Maior que 50%,83.3,91.9,8.1,0.0,716.8133333333334,661.7092592592593,0.0,1.8518518518518516,37.03703703703704,60.18518518518518,0.9259259259259258
3.3309205E7,COLEGIO DE APLICACAO PROF JOSE DE SOUZA HERDY - UNIDADE LAPA,RJ,RIO DE JANEIRO,Privada,Urbana,17.0,De 1 a 30 alunos,13.0,76.47058823529412,0.0,De 60% a 80%,Alto,Maior que 50%,78.9,84.5,15.5,0.0,,590.0384615384615,7.6923076923076925,38.46153846153847,30.76923076923077,23.076923076923077,0.0
3.3322201E7,ESCOLA SESC DE ENSINO MEDIO,RJ,RIO DE JANEIRO,Privada,Urbana,164.0,Mais que 90 alunos,162.0,98.78048780487805,0.0,80% ou mais,Alto,Maior que 50%,88.5,99.8,0.2,0.0,754.9933333333333,685.0098765432099,0.0,0.0,22.839506172839506,67.28395061728395,9.876543209876543
3.33482E7,COLEGIO E CURSO PONTO DE ENSINO,RJ,RIO DE JANEIRO,Privada,Urbana,74.0,De 61 a 90 alunos,67.0,90.54054054054053,0.0,Menos de 20%,Alto,Maior que 50%,71.4,100.0,0.0,0.0,658.0533333333334,609.707462686567,1.4925373134328357,8.955223880597014,59.70149253731343,29.850746268656714,0.0
3.3351201E7,GRUPO INTEGRADO EDNA PONCIONI FERREIRA,RJ,RIO DE JANEIRO,Privada,Urbana,25.0,De 1 a 30 alunos,24.0,96.0,0.0,De 60% a 80%,Muito Alto,Maior que 50%,86.5,85.2,13.1,1.7,,607.3375,4.166666666666666,12.5,50.0,33.33333333333333,0.0
3.3352216E7,INSTITUTO TECNOLOGICO DE BANGU - ITEB,RJ,RIO DE JANEIRO,Privada,Urbana,41.0,De 31 a 60 alunos,29.0,70.73170731707317,0.0,De 60% a 80%,Alto,Maior que 50%,79.1,93.3,6.7,0.0,,558.703448275862,3.4482758620689653,27.586206896551722,65.51724137931035,3.4482758620689653,0.0
3.3367205E7,COLEGIO APLICACAO FERREIRA DE ALMEIDA,RJ,RIO DE JANEIRO,Privada,Urbana,29.0,De 1 a 30 alunos,20.0,68.96551724137932,0.0,De 60% a 80%,Alto,Maior que 50%,54.5,97.6,2.4,0.0,,518.6949999999999,15.0,50.0,35.0,0.0,0.0
3.3394202E7,COLEGIO TEMPORAL DO GAU LTDA,RJ,RIO DE JANEIRO,Privada,Urbana,27.0,De 1 a 30 alunos,20.0,74.07407407407408,0.0,80% ou mais,Alto,Maior que 50%,84.6,91.1,8.9,0.0,,609.045,0.0,15.0,65.0,20.0,0.0
3.3405239E7,INSTITUTO MARCOS FREITAS,RJ,RIO DE JANEIRO,Privada,Urbana,23.0,De 1 a 30 alunos,22.0,95.65217391304348,0.0,De 40% a 60%,Muito Alto,Maior que 50%,73.0,91.9,8.1,0.0,,600.5636363636364,0.0,9.090909090909092,68.18181818181817,22.727272727272727,0.0
3.3421226E7,COLEGIO E CURSO PONTO DE ENSINO,RJ,RIO DE JANEIRO,Privada,Urbana,40.0,De 31 a 60 alunos,33.0,82.5,1.0,Menos de 20%,Muito Alto,Maior que 50%,56.9,76.0,22.9,1.1,635.49,624.1424242424242,0.0,12.121212121212121,54.54545454545454,33.33333333333333,0.0
3.3444293E7,COLEGIO CURSO INTELLECTUS - UNIDADE CATETE,RJ,RIO DE JANEIRO,Privada,Urbana,35.0,De 31 a 60 alunos,35.0,100.0,0.0,De 60% a 80%,Muito Alto,Maior que 50%,81.1,89.6,10.4,0.0,633.4566666666667,617.1628571428572,2.857142857142857,8.571428571428571,65.71428571428571,22.857142857142858,0.0
3.3447217E7,COLEGIO COUTO BOECHAT,RJ,RIO DE JANEIRO,Privada,Urbana,27.0,De 1 a 30 alunos,17.0,62.96296296296296,0.0,De 60% a 80%,Médio Alto,Até 50%,44.1,Sem informação,Sem informação,Sem informação,,515.6117647058825,23.52941176470588,35.294117647058826,35.294117647058826,5.88235294117647,0.0
3.3447225E7,COLEGIO DE A A Z,RJ,RIO DE JANEIRO,Privada,Urbana,120.0,Mais que 90 alunos,116.0,96.66666666666667,0.0,Menos de 20%,Muito Alto,Maior que 50%,84.6,93.2,6.8,0.0,703.9935483870968,659.6379310344828,0.0,0.0,42.241379310344826,57.758620689655174,0.0
3.3456232E7,SOCIEDADE EDUCACIONAL PAULO FREIRE,RJ,RIO DE JANEIRO,Privada,Urbana,23.0,De 1 a 30 alunos,16.0,69.56521739130434,0.0,De 60% a 80%,Alto,Maior que 50%,60.0,97.6,2.4,0.0,,574.23125,0.0,25.0,75.0,0.0,0.0
3.3473218E7,CENTRO EDUCACIONAL AMELIA BITTENCOURT LTDA,RJ,RIO DE JANEIRO,Privada,Urbana,33.0,De 31 a 60 alunos,30.0,90.9090909090909,0.0,80% ou mais,Alto,Maior que 50%,61.5,98.8,1.2,0.0,564.3333333333334,564.3333333333334,6.666666666666667,23.333333333333332,70.0,0.0,0.0
3.3483213E7,COLEGIO QI -MEIER,RJ,RIO DE JANEIRO,Privada,Urbana,15.0,De 1 a 30 alunos,14.0,93.33333333333333,0.0,80% ou mais,Muito Alto,Maior que 50%,73.0,88.1,11.9,0.0,,641.5428571428572,0.0,0.0,50.0,50.0,0.0
3.3505217E7,ESCOLA TECNICA ELECTRA,RJ,RIO DE JANEIRO,Privada,Urbana,27.0,De 1 a 30 alunos,17.0,62.96296296296296,0.0,De 60% a 80%,Alto,Até 50%,47.8,98.6,0.0,1.4,,524.9176470588236,11.76470588235294,47.05882352941176,41.17647058823529,0.0,0.0
3.3520321E7,SISTEMA ELITE DE ENSINO,RJ,RIO DE JANEIRO,Privada,Urbana,165.0,Mais que 90 alunos,140.0,84.84848484848484,0.0,Menos de 20%,Alto,Maior que 50%,72.7,98.8,0.9,0.3,669.8354838709677,602.3228571428572,2.142857142857143,13.571428571428571,68.57142857142857,15.714285714285714,0.0
3.3522278E7,COLEGIO RESSURREICAO,RJ,RIO DE JANEIRO,Privada,Urbana,14.0,De 1 a 30 alunos,14.0,100.0,0.0,De 60% a 80%,Sem informação,Maior que 50%,64.4,94.0,6.0,0.0,,588.4142857142857,0.0,14.285714285714285,78.57142857142857,7.142857142857142,0.0
3.3526249E7,SISTEMA ELITE ENSINO,RJ,RIO DE JANEIRO,Privada,Urbana,208.0,Mais que 90 alunos,189.0,90.86538461538461,0.0,De 60% a 80%,Muito Alto,Maior que 50%,70.6,92.7,7.3,0.0,686.0966666666667,611.8084656084657,1.0582010582010581,11.64021164021164,62.43386243386243,24.33862433862434,0.5291005291005291
3.3531218E7,SISTEMA ELITE DE ENSINO,RJ,RIO DE JANEIRO,Privada,Urbana,86.0,De 61 a 90 alunos,51.0,59.30232558139535,0.0,Menos de 20%,Alto,Maior que 50%,85.0,98.6,0.5,0.9,622.8700000000001,585.4215686274509,5.88235294117647,9.803921568627452,76.47058823529412,7.8431372549019605,0.0
3.3547211E7,SANTA MONICA CENTRO EDUCACIONAL - CEP,RJ,RIO DE JANEIRO,Privada,Urbana,103.0,Mais que 90 alunos,99.0,96.11650485436894,1.0,De 60% a 80%,Alto,Maior que 50%,83.9,92.1,7.9,0.0,650.3833333333333,586.5747474747475,4.040404040404041,18.181818181818183,62.62626262626263,15.151515151515152,0.0
3.3552231E7,COLEGIO E CURSO CARPE DIEM ASSESSORIA E EMPREENDIMENTOS LTDA,RJ,RIO DE JANEIRO,Privada,Urbana,20.0,De 1 a 30 alunos,20.0,100.0,0.0,De 60% a 80%,Muito Alto,Maior que 50%,75.7,97.3,2.7,0.0,,635.725,0.0,0.0,60.0,40.0,0.0
3.3023751E7,CE BARAO DE SANTA MARIA MADALENA,RJ,SANTA MARIA MADALENA,Estadual,Urbana,47.0,De 31 a 60 alunos,30.0,63.829787234042556,0.0,80% ou mais,Médio,Até 50%,48.3,97.4,2.1,0.5,574.9733333333334,574.9733333333334,3.3333333333333335,16.666666666666664,80.0,0.0,0.0
3.3142319E7,CE JOAO MAURICIO BRUM,RJ,SANTO ANTONIO DE PADUA,Estadual,Rural,58.0,De 31 a 60 alunos,49.0,84.48275862068965,0.0,80% ou mais,Médio Baixo,Maior que 50%,63.6,95.1,4.9,0.0,576.8633333333333,541.469387755102,6.122448979591836,48.97959183673469,44.89795918367347,0.0,0.0
3.3518211E7,CE PEDRO BATISTA DE SOUZA,RJ,SANTO ANTONIO DE PADUA,Estadual,Rural,47.0,De 31 a 60 alunos,40.0,85.1063829787234,1.0,80% ou mais,Médio,Maior que 50%,60.8,94.6,5.4,0.0,584.55,558.1375,5.0,47.5,40.0,7.5,0.0
3.3007403E7,CE ALMIRANTE BARAO DE TEFFE,RJ,SANTO ANTONIO DE PADUA,Estadual,Urbana,171.0,Mais que 90 alunos,131.0,76.60818713450293,2.0,80% ou mais,Médio,Maior que 50%,50.5,95.9,4.1,0.0,640.2866666666666,550.3786259541985,8.396946564885496,34.35114503816794,50.38167938931297,6.870229007633588,0.0
3.300742E7,CE DOUTOR LEONEL HOMEM DA COSTA,RJ,SANTO ANTONIO DE PADUA,Estadual,Urbana,39.0,De 31 a 60 alunos,22.0,56.41025641025641,2.0,De 60% a 80%,Médio,Maior que 50%,62.4,88.4,3.9,7.7,,519.2909090909092,22.727272727272727,31.818181818181817,45.45454545454545,0.0,0.0
3.3097542E7,CIEP 469 ANAIDE PANARO CALDAS,RJ,SANTO ANTONIO DE PADUA,Estadual,Urbana,40.0,De 31 a 60 alunos,24.0,60.0,0.0,De 60% a 80%,Médio,Maior que 50%,81.8,97.8,2.2,0.0,,523.7708333333334,8.333333333333332,58.333333333333336,33.33333333333333,0.0,0.0
3.3007292E7,CENTRO EDUC LAVAQUIAL LTDA,RJ,SANTO ANTONIO DE PADUA,Privada,Urbana,19.0,De 1 a 30 alunos,15.0,78.94736842105263,0.0,De 40% a 60%,Alto,Maior que 50%,76.3,100.0,0.0,0.0,,582.2,6.666666666666667,13.333333333333334,66.66666666666666,13.333333333333334,0.0
3.3146241E7,CENTRO EDUCACIONAL PROFESSOR RUY AZEVEDO,RJ,SANTO ANTONIO DE PADUA,Privada,Urbana,19.0,De 1 a 30 alunos,18.0,94.73684210526315,0.0,De 60% a 80%,Alto,Maior que 50%,80.0,100.0,0.0,0.0,,650.8277777777778,0.0,0.0,44.44444444444444,55.55555555555556,0.0
3.3012393E7,CE DE SAO FIDELIS,RJ,SAO FIDELIS,Estadual,Urbana,207.0,Mais que 90 alunos,123.0,59.42028985507246,1.0,80% ou mais,Médio,Maior que 50%,56.6,79.2,17.7,3.1,619.5333333333333,546.6520325203252,7.317073170731707,41.46341463414634,48.78048780487805,2.4390243902439024,0.0
3.3012407E7,CE MONTESE,RJ,SAO FIDELIS,Estadual,Urbana,21.0,De 1 a 30 alunos,13.0,61.904761904761905,0.0,80% ou mais,Médio,Até 50%,40.9,82.9,12.2,4.9,,501.94615384615395,23.076923076923077,46.15384615384615,30.76923076923077,0.0,0.0
3.3012458E7,CE BARAO DE MACAUBAS,RJ,SAO FIDELIS,Estadual,Urbana,36.0,De 31 a 60 alunos,24.0,66.66666666666666,0.0,De 60% a 80%,Médio Alto,Até 50%,50.0,89.2,7.7,3.1,,541.5500000000001,12.5,33.33333333333333,50.0,4.166666666666666,0.0
3.301316E7,CE ELVIDIO COSTA,RJ,SAO FIDELIS,Estadual,Urbana,43.0,De 31 a 60 alunos,28.0,65.11627906976744,0.0,De 60% a 80%,Médio Alto,Maior que 50%,54.7,90.1,9.9,0.0,,565.7142857142857,0.0,39.285714285714285,60.71428571428571,0.0,0.0
3.3013322E7,CE GERAQUE COLLET,RJ,SAO FIDELIS,Estadual,Urbana,24.0,De 1 a 30 alunos,14.0,58.333333333333336,0.0,80% ou mais,Médio,Maior que 50%,61.0,94.4,1.1,4.5,,549.2714285714286,0.0,57.14285714285714,35.714285714285715,7.142857142857142,0.0
3.3013918E7,CE PEDRO CERQUEIRA,RJ,SAO FRANCISCO DE ITABAPOANA,Estadual,Rural,22.0,De 1 a 30 alunos,14.0,63.63636363636363,0.0,De 60% a 80%,Médio Baixo,Até 50%,46.7,70.0,27.5,2.5,,524.8714285714285,7.142857142857142,57.14285714285714,35.714285714285715,0.0,0.0
3.301431E7,CE JOAQUIM GOMES CRESPO,RJ,SAO FRANCISCO DE ITABAPOANA,Estadual,Rural,32.0,De 31 a 60 alunos,16.0,50.0,0.0,De 60% a 80%,Médio Baixo,Até 50%,18.7,82.8,5.2,12.0,,469.025,37.5,50.0,12.5,0.0,0.0
3.3013772E7,CE SAO FRANCISCO DE PAULA,RJ,SAO FRANCISCO DE ITABAPOANA,Estadual,Urbana,85.0,De 61 a 90 alunos,43.0,50.588235294117645,0.0,De 60% a 80%,Médio Baixo,Maior que 50%,58.2,79.9,12.1,8.0,553.2633333333334,526.0046511627907,6.976744186046512,51.162790697674424,41.86046511627907,0.0,0.0
3.3013802E7,CE AGOSTINHO CHRYSANTO DE ARAUJO,RJ,SAO FRANCISCO DE ITABAPOANA,Estadual,Urbana,18.0,De 1 a 30 alunos,18.0,100.0,0.0,De 60% a 80%,Médio,Maior que 50%,82.5,78.1,19.8,2.1,,576.9722222222222,0.0,22.22222222222222,72.22222222222221,5.555555555555555,0.0
3.3014116E7,CE DOMIRES MACHADO,RJ,SAO FRANCISCO DE ITABAPOANA,Estadual,Urbana,55.0,De 31 a 60 alunos,45.0,81.81818181818183,0.0,80% ou mais,Médio Baixo,Maior que 50%,50.4,79.6,12.4,8.0,568.3466666666667,536.5088888888889,8.88888888888889,48.888888888888886,40.0,2.2222222222222223,0.0
3.310503E7,EXTERNATO IMACULADA CONCEICAO,RJ,SAO FRANCISCO DE ITABAPOANA,Privada,Urbana,11.0,De 1 a 30 alunos,10.0,90.9090909090909,0.0,80% ou mais,Sem informação,Maior que 50%,85.7,71.4,23.8,4.8,,555.7700000000001,0.0,50.0,50.0,0.0,0.0
3.3090815E7,CE ALECRIM,RJ,SAO GONCALO,Estadual,Rural,25.0,De 1 a 30 alunos,19.0,76.0,0.0,De 60% a 80%,Médio Alto,Maior que 50%,77.8,90.2,9.8,0.0,,492.5894736842106,31.57894736842105,47.368421052631575,21.052631578947366,0.0,0.0
3.3089051E7,CE DOUTOR ADINO XAVIER,RJ,SAO GONCALO,Estadual,Urbana,267.0,Mais que 90 alunos,207.0,77.52808988764045,1.0,De 60% a 80%,Médio Alto,Maior que 50%,83.3,85.0,13.0,2.0,632.8266666666667,551.2202898550725,8.695652173913043,32.367149758454104,57.48792270531401,1.4492753623188406,0.0
3.308906E7,CE ISMAEL BRANCO,RJ,SAO GONCALO,Estadual,Urbana,50.0,De 31 a 60 alunos,26.0,52.0,0.0,De 60% a 80%,Médio,Maior que 50%,84.3,70.8,24.7,4.5,,531.7076923076922,11.538461538461538,42.30769230769231,46.15384615384615,0.0,0.0
3.3089086E7,CE MINISTRO JOSE DE MOURA E SILVA,RJ,SAO GONCALO,Estadual,Urbana,29.0,De 1 a 30 alunos,17.0,58.620689655172406,0.0,De 60% a 80%,Médio Alto,Maior que 50%,75.3,72.8,27.2,0.0,,500.39411764705886,29.411764705882355,47.05882352941176,23.52941176470588,0.0,0.0
3.3089094E7,CE NILO PECANHA,RJ,SAO GONCALO,Estadual,Urbana,348.0,Mais que 90 alunos,241.0,69.25287356321839,1.0,De 60% a 80%,Médio,Maior que 50%,67.3,90.6,8.4,1.0,630.6833333333333,540.4004149377594,11.20331950207469,37.75933609958506,49.37759336099585,1.6597510373443984,0.0
3.3089108E7,CE PANDIA CALOGERAS,RJ,SAO GONCALO,Estadual,Urbana,388.0,Mais que 90 alunos,234.0,60.30927835051546,0.0,De 60% a 80%,Médio,Maior que 50%,77.0,67.0,24.5,8.5,621.5666666666667,528.3841880341881,11.965811965811966,48.717948717948715,38.46153846153847,0.8547008547008548,0.0
3.3089388E7,CE FREDERICO AZEVEDO,RJ,SAO GONCALO,Estadual,Urbana,137.0,Mais que 90 alunos,76.0,55.47445255474452,0.0,80% ou mais,Médio Alto,Maior que 50%,76.7,82.9,13.2,3.9,579.6766666666666,523.3447368421054,7.894736842105263,53.94736842105263,38.15789473684211,0.0,0.0
3.3089396E7,CE LAURO CORREA,RJ,SAO GONCALO,Estadual,Urbana,87.0,De 61 a 90 alunos,54.0,62.06896551724138,0.0,De 60% a 80%,Médio,Maior que 50%,75.0,65.0,32.7,2.3,582.3666666666667,537.275925925926,11.11111111111111,42.592592592592595,46.2962962962963,0.0,0.0
3.3089469E7,CE PROFESSORA ANTONIETA PALMEIRA,RJ,SAO GONCALO,Estadual,Urbana,68.0,De 61 a 90 alunos,40.0,58.82352941176471,0.0,De 60% a 80%,Médio Alto,Maior que 50%,61.1,83.9,14.3,1.8,561.7566666666667,529.3875,17.5,40.0,42.5,0.0,0.0
3.3089841E7,IE CLELIA NANCI,RJ,SAO GONCALO,Estadual,Urbana,161.0,Mais que 90 alunos,114.0,70.80745341614907,0.0,80% ou mais,Médio Alto,Maior que 50%,64.2,77.3,21.1,1.6,604.74,530.4991228070174,12.280701754385964,50.0,35.96491228070175,1.7543859649122806,0.0
3.3090149E7,CIEP 122 PROFESSOR ERMEZINDA DIONIZIO NECCO,RJ,SAO GONCALO,Estadual,Urbana,70.0,De 61 a 90 alunos,44.0,62.857142857142854,0.0,80% ou mais,Médio Alto,Maior que 50%,75.2,70.8,26.1,3.1,576.88,537.584090909091,11.363636363636363,40.909090909090914,43.18181818181818,4.545454545454546,0.0
3.3090246E7,CE DORVAL FERREIRA DA CUNHA,RJ,SAO GONCALO,Estadual,Urbana,88.0,De 61 a 90 alunos,53.0,60.22727272727273,0.0,De 60% a 80%,Médio,Maior que 50%,82.2,78.9,21.1,0.0,587.1733333333334,535.2735849056604,18.867924528301888,33.9622641509434,43.39622641509434,3.7735849056603774,0.0
3.309027E7,CE AMANDA VELASCO,RJ,SAO GONCALO,Estadual,Urbana,99.0,Mais que 90 alunos,54.0,54.54545454545454,0.0,De 60% a 80%,Médio Alto,Maior que 50%,86.5,75.4,23.9,0.7,572.4966666666667,527.3981481481482,18.51851851851852,37.03703703703704,44.44444444444444,0.0,0.0
3.30903E7,CE AUGUSTO CEZARIO DIAZ ANDRE,RJ,SAO GONCALO,Estadual,Urbana,169.0,Mais que 90 alunos,100.0,59.171597633136095,0.0,De 60% a 80%,Médio Alto,Maior que 50%,82.0,89.1,10.9,0.0,604.6233333333333,533.6669999999999,11.0,42.0,45.0,2.0,0.0
3.3090351E7,CE DOUTOR RODOLPHO SIQUEIRA,RJ,SAO GONCALO,Estadual,Urbana,70.0,De 61 a 90 alunos,44.0,62.857142857142854,0.0,80% ou mais,Médio Alto,Maior que 50%,70.1,71.3,22.1,6.6,565.0433333333333,536.9863636363636,9.090909090909092,50.0,40.909090909090914,0.0,0.0
3.3090432E7,CE PROFESSORA DALILA DE OLIVEIRA COSTA,RJ,SAO GONCALO,Estadual,Urbana,88.0,De 61 a 90 alunos,54.0,61.36363636363637,1.0,De 60% a 80%,Médio Alto,Maior que 50%,84.5,85.9,14.1,0.0,585.7633333333332,540.8888888888889,11.11111111111111,33.33333333333333,55.55555555555556,0.0,0.0
3.309067E7,CIEP 050 PABLO NERUDA,RJ,SAO GONCALO,Estadual,Urbana,161.0,Mais que 90 alunos,96.0,59.62732919254658,0.0,De 60% a 80%,Médio,Maior que 50%,85.6,76.8,13.7,9.5,588.5766666666666,512.0822916666666,19.791666666666664,46.875,31.25,2.083333333333333,0.0
3.3090823E7,CE CORONEL SERRADO,RJ,SAO GONCALO,Estadual,Urbana,83.0,De 61 a 90 alunos,43.0,51.80722891566265,0.0,80% ou mais,Médio Alto,Maior que 50%,59.6,85.1,9.3,5.6,580.3966666666668,538.6232558139535,18.6046511627907,30.23255813953488,41.86046511627907,9.30232558139535,0.0
3.3090831E7,CE DOM ANTONIO DE ALMEIDA MORAES JUNIOR,RJ,SAO GONCALO,Estadual,Urbana,52.0,De 31 a 60 alunos,34.0,65.38461538461539,0.0,De 60% a 80%,Médio Alto,Maior que 50%,71.1,87.6,12.4,0.0,556.8866666666667,543.0323529411766,5.88235294117647,50.0,41.17647058823529,2.941176470588235,0.0
3.309084E7,CE DOUTOR ARMANDO SA COUTO,RJ,SAO GONCALO,Estadual,Urbana,43.0,De 31 a 60 alunos,23.0,53.48837209302325,0.0,De 60% a 80%,Médio,Maior que 50%,57.0,84.8,14.6,0.6,,550.9304347826087,0.0,39.130434782608695,60.86956521739131,0.0,0.0
3.3091196E7,CE SANTOS DIAS,RJ,SAO GONCALO,Estadual,Urbana,161.0,Mais que 90 alunos,112.0,69.56521739130434,0.0,De 60% a 80%,Médio Alto,Maior que 50%,89.0,85.3,11.4,3.3,610.7933333333334,544.7678571428572,7.142857142857142,41.07142857142857,49.107142857142854,2.6785714285714284,0.0
3.30912E7,CE WALTER ORLANDINI,RJ,SAO GONCALO,Estadual,Urbana,436.0,Mais que 90 alunos,351.0,80.5045871559633,1.0,De 60% a 80%,Médio Alto,Maior que 50%,89.1,78.0,19.9,2.1,650.2766666666666,564.1435897435897,4.843304843304843,30.1994301994302,62.96296296296296,1.9943019943019942,0.0
3.3091382E7,CE CORONEL FRANCISCO LIMA,RJ,SAO GONCALO,Estadual,Urbana,20.0,De 1 a 30 alunos,12.0,60.0,0.0,80% ou mais,Médio Alto,Maior que 50%,66.0,74.3,25.7,0.0,,523.9416666666666,8.333333333333332,66.66666666666666,25.0,0.0,0.0
