CARACTERÍSTICAS ESCOLA CÓDIGO DA ENTIDADE,NOME DA ENTIDADE,SIGLA DA UF,MUNICÍPIO,DEPENDÊNCIA ADMINISTRATIVA,LOCALIZAÇÃO,NÚMERO DE ALUNOS NO CENSO,PORTE DA ESCOLA,NÚMERO DE PARTICIPANTES NO ENEM,TAXA DE PARTICPAÇÃO,NÚMERO DE PARTICIPANTES COM NECESSIDADES ESPECIAIS,INDICADORES INDICADOR DE PERMANENCIA NA ESCOLA,INDICADOR NÍVEL SOCIOECONÔMICO,FAIXA - INDICADOR DE FORMAÇÃO DOCENTE,INDICADOR DE FORMAÇÃO DOCENTE,TAXA DE APROVAÇÃO,TAXA DE REPROVAÇÃO,TAXA DE ABANDONO,DESEMPENHO  CIÊNCIAS HUMANAS E SUAS TECNOLOGIAS MÉDIA DOS 30 MELHORES ALUNOS DA ESCOLA,MÉDIA,Percentual alunos NÍVEL 1,Percentual alunos NÍVEL 2,Percentual alunos NÍVEL 3,Percentual alunos NÍVEL 4,Percentual alunos NÍVEL 5
1.2018422E7,ESC SANTA LUCIA III,AC,ACRELANDIA,Estadual,Rural,19.0,De 1 a 30 alunos,11.0,57.89473684210527,0.0,80% ou mais,Médio Baixo,Até 50%,28.6,93.9,3.7,2.4,,498.27272727272725,18.181818181818183,72.72727272727273,9.090909090909092,0.0,0.0
1.2021768E7,ESC MARCILIO PONTES DOS SANTOS,AC,ACRELANDIA,Estadual,Urbana,125.0,Mais que 90 alunos,79.0,63.2,1.0,80% ou mais,Médio,Até 50%,43.8,65.4,11.1,23.5,571.06,506.72911392405064,21.518987341772153,49.36708860759494,29.11392405063291,0.0,0.0
1.2015946E7,ESC PROF IRIS CELIA CABANELLAS ZANNINI,AC,ASSIS BRASIL,Estadual,Urbana,50.0,De 31 a 60 alunos,29.0,57.99999999999999,1.0,De 60% a 80%,Médio Baixo,Até 50%,26.4,79.3,13.6,7.1,,492.4413793103448,27.586206896551722,51.724137931034484,20.689655172413794,0.0,0.0
1.2009369E7,ESC SAO JOAO BATISTA,AC,BUJARI,Estadual,Urbana,96.0,Mais que 90 alunos,59.0,61.458333333333336,1.0,De 60% a 80%,Médio Baixo,Maior que 50%,51.3,79.4,17.2,3.4,553.2133333333334,507.9830508474576,15.254237288135593,57.6271186440678,27.11864406779661,0.0,0.0
1.2009725E7,ESC ARGENTINA PEREIRA FEITOSA,AC,CAPIXABA,Estadual,Urbana,66.0,De 61 a 90 alunos,48.0,72.72727272727273,0.0,De 60% a 80%,Médio,Maior que 50%,52.9,87.6,6.5,5.9,533.54,493.85625000000005,27.083333333333332,58.333333333333336,12.5,2.083333333333333,0.0
1.2000906E7,ESC JUAREZ IBERNON,AC,CRUZEIRO DO SUL,Estadual,Rural,49.0,De 31 a 60 alunos,30.0,61.224489795918366,0.0,80% ou mais,Médio Baixo,Maior que 50%,53.8,79.7,8.7,11.6,496.3966666666667,496.39666666666665,23.333333333333332,66.66666666666666,10.0,0.0,0.0
1.200093E7,ESC MANOEL BRAZ DE MELO,AC,CRUZEIRO DO SUL,Estadual,Rural,77.0,De 61 a 90 alunos,40.0,51.94805194805194,0.0,80% ou mais,Médio Baixo,Até 50%,40.3,95.9,2.4,1.7,531.98,506.555,20.0,55.00000000000001,25.0,0.0,0.0
1.2001015E7,ESC MARIA DE NAZARE SANTIAGO,AC,CRUZEIRO DO SUL,Estadual,Rural,39.0,De 31 a 60 alunos,22.0,56.41025641025641,0.0,De 60% a 80%,Médio Baixo,Até 50%,46.2,87.4,3.7,8.9,,502.7318181818182,18.181818181818183,68.18181818181817,13.636363636363635,0.0,0.0
1.2029718E7,ESC MAGIA DO SABER,AC,CRUZEIRO DO SUL,Estadual,Rural,22.0,De 1 a 30 alunos,11.0,50.0,0.0,80% ou mais,Sem informação,Até 50%,2.8,100.0,0.0,0.0,,480.6181818181818,27.27272727272727,72.72727272727273,0.0,0.0,0.0
1.2000213E7,ESC ANSELMO MAIA DE CARVALHO,AC,CRUZEIRO DO SUL,Estadual,Urbana,98.0,Mais que 90 alunos,49.0,50.0,0.0,De 40% a 60%,Médio Baixo,Até 50%,29.8,98.2,1.8,0.0,545.33,500.1408163265306,26.53061224489796,46.93877551020408,26.53061224489796,0.0,0.0
1.200045E7,ESC CRAVEIRO COSTA,AC,CRUZEIRO DO SUL,Estadual,Urbana,277.0,Mais que 90 alunos,144.0,51.985559566786996,0.0,De 60% a 80%,Médio Baixo,Até 50%,31.6,73.2,14.2,12.6,577.4366666666666,497.1194444444444,24.305555555555554,54.861111111111114,20.833333333333336,0.0,0.0
1.2000914E7,ESC MADRE ADELGUNDES BECKER,AC,CRUZEIRO DO SUL,Estadual,Urbana,53.0,De 31 a 60 alunos,36.0,67.9245283018868,1.0,De 60% a 80%,Baixo,Até 50%,33.3,89.4,7.0,3.6,507.4433333333333,491.3666666666667,22.22222222222222,66.66666666666666,11.11111111111111,0.0,0.0
1.2020249E7,ESC DOM HENRIQUE RUTH,AC,CRUZEIRO DO SUL,Estadual,Urbana,466.0,Mais que 90 alunos,265.0,56.866952789699575,6.0,De 60% a 80%,Médio Baixo,Até 50%,41.4,58.1,16.3,25.6,633.7666666666667,531.7456603773585,12.830188679245284,41.509433962264154,42.64150943396226,3.018867924528302,0.0
1.2030937E7,INSTITUTO FEDERAL DO ACRE CAMPUS CRUZEIRO DO SUL,AC,CRUZEIRO DO SUL,Federal,Urbana,42.0,De 31 a 60 alunos,28.0,66.66666666666666,0.0,De 40% a 60%,Médio Baixo,Maior que 50%,93.8,68.5,25.8,5.7,,539.8714285714285,7.142857142857142,53.57142857142857,39.285714285714285,0.0,0.0
1.2001686E7,ESC INST ORFANOLOGICO SANTA TERESINHA,AC,CRUZEIRO DO SUL,Privada,Urbana,39.0,De 31 a 60 alunos,35.0,89.74358974358975,0.0,80% ou mais,Muito Alto,Até 50%,46.2,94.2,5.8,0.0,599.5366666666666,587.3885714285714,0.0,22.857142857142858,68.57142857142857,8.571428571428571,0.0
1.2031674E7,ESCOLA BELO PORVIR,AC,EPITACIOLANDIA,Estadual,Urbana,167.0,Mais que 90 alunos,90.0,53.89221556886228,0.0,Menos de 20%,Médio Baixo,Até 50%,46.6,71.6,10.9,17.5,575.4433333333333,510.2622222222222,18.88888888888889,50.0,30.0,1.1111111111111112,0.0
1.2030155E7,ESC JAIRO DE FIGUEIREDO MELO,AC,JORDAO,Estadual,Urbana,60.0,De 31 a 60 alunos,34.0,56.666666666666664,0.0,80% ou mais,Baixo,Até 50%,38.5,81.2,8.5,10.3,500.3066666666667,487.24705882352947,41.17647058823529,44.11764705882353,11.76470588235294,2.941176470588235,0.0
1.2001805E7,ESC 1º DE MAIO,AC,MANCIO LIMA,Estadual,Urbana,34.0,De 31 a 60 alunos,24.0,70.58823529411765,0.0,De 60% a 80%,Médio Baixo,Maior que 50%,60.0,92.7,6.6,0.7,,479.7,29.166666666666668,62.5,8.333333333333332,0.0,0.0
1.2001945E7,ESC ANTONIO OLIVEIRA DANTAS,AC,MANCIO LIMA,Estadual,Urbana,83.0,De 61 a 90 alunos,47.0,56.62650602409639,1.0,De 60% a 80%,Médio Baixo,Maior que 50%,51.0,87.5,1.1,11.4,536.28,506.93617021276594,12.76595744680851,72.3404255319149,14.893617021276595,0.0,0.0
1.2002046E7,ESC FRANCISCO FREIRE DE CARVALHO,AC,MANCIO LIMA,Estadual,Urbana,72.0,De 61 a 90 alunos,36.0,50.0,0.0,80% ou mais,Médio Baixo,Maior que 50%,53.8,96.0,1.2,2.8,510.88,492.44444444444446,38.88888888888889,38.88888888888889,22.22222222222222,0.0,0.0
1.200692E7,ESC NAZIRA ANUTE DE LIMA,AC,MANOEL URBANO,Estadual,Urbana,66.0,De 61 a 90 alunos,34.0,51.515151515151516,1.0,80% ou mais,Médio,Até 50%,45.5,77.5,6.9,15.6,555.3733333333333,535.5323529411764,14.705882352941178,38.23529411764706,47.05882352941176,0.0,0.0
1.2010731E7,ESC SAO LUIZ GONZAGA,AC,PLACIDO DE CASTRO,Estadual,Rural,69.0,De 61 a 90 alunos,39.0,56.52173913043478,0.0,80% ou mais,Médio Baixo,Até 50%,43.2,88.1,3.2,8.7,525.4233333333334,502.43,20.51282051282051,58.97435897435898,20.51282051282051,0.0,0.0
1.2023779E7,ESC JOAO RICARDO DE FREITAS,AC,PLACIDO DE CASTRO,Estadual,Urbana,154.0,Mais que 90 alunos,109.0,70.77922077922078,0.0,80% ou mais,Médio,Até 50%,46.2,83.6,6.6,9.8,585.2066666666667,524.9963302752293,9.174311926605505,56.88073394495413,33.94495412844037,0.0,0.0
1.2014125E7,ESC UNIAO E PROGRESSO,AC,PORTO ACRE,Estadual,Rural,45.0,De 31 a 60 alunos,27.0,60.0,0.0,80% ou mais,Médio Baixo,Até 50%,40.7,87.1,10.6,2.3,,528.8074074074075,7.4074074074074066,48.148148148148145,44.44444444444444,0.0,0.0
1.2015334E7,ESC EDMUNDO PINTO DE ALMEIDA NETO,AC,PORTO ACRE,Estadual,Rural,80.0,De 61 a 90 alunos,47.0,58.75,0.0,De 60% a 80%,Médio,Até 50%,30.5,72.4,25.3,2.3,551.3566666666667,509.268085106383,25.53191489361702,44.680851063829785,27.659574468085108,2.127659574468085,0.0
1.2015342E7,ESC JADER SARAIVA MACHADO,AC,PORTO ACRE,Estadual,Rural,38.0,De 31 a 60 alunos,25.0,65.78947368421053,0.0,80% ou mais,Médio Baixo,Maior que 50%,61.5,69.6,17.0,13.4,,501.468,20.0,56.00000000000001,24.0,0.0,0.0
1.2015326E7,ESC CEL JOSE PLACIDO DE CASTRO,AC,PORTO ACRE,Estadual,Urbana,27.0,De 1 a 30 alunos,18.0,66.66666666666666,0.0,80% ou mais,Médio,Até 50%,18.3,99.3,0.7,0.0,,508.37777777777774,33.33333333333333,27.77777777777778,38.88888888888889,0.0,0.0
1.200305E7,ESC BORGES DE AQUINO,AC,PORTO WALTER,Estadual,Urbana,68.0,De 61 a 90 alunos,43.0,63.23529411764706,1.0,80% ou mais,Médio Baixo,Até 50%,24.4,77.1,10.6,12.3,523.89,494.6348837209302,16.27906976744186,69.76744186046511,13.953488372093023,0.0,0.0
1.2012297E7,ESC DR AUGUSTO MONTEIRO,AC,RIO BRANCO,Estadual,Rural,15.0,De 1 a 30 alunos,12.0,80.0,0.0,De 60% a 80%,Sem informação,Até 50%,16.7,96.2,0.0,3.8,,430.6333333333334,50.0,50.0,0.0,0.0,0.0
1.201236E7,ESC DR SANTIAGO DANTAS,AC,RIO BRANCO,Estadual,Rural,65.0,De 61 a 90 alunos,43.0,66.15384615384615,0.0,De 60% a 80%,Médio,Maior que 50%,53.8,78.3,17.4,4.3,542.3666666666667,514.8883720930232,11.627906976744185,60.46511627906976,25.581395348837212,2.3255813953488373,0.0
1.2011444E7,ESC COLEGIO ESTADUAL BARAO DO RIO BRANCO,AC,RIO BRANCO,Estadual,Urbana,644.0,Mais que 90 alunos,416.0,64.59627329192547,7.0,De 40% a 60%,Médio,Maior que 50%,71.5,69.2,25.8,5.0,629.0333333333333,522.2820143884892,15.144230769230768,47.355769230769226,37.019230769230774,0.4807692307692308,0.0
1.2011517E7,ESC DR JOAO BATISTA AGUIAR,AC,RIO BRANCO,Estadual,Urbana,183.0,Mais que 90 alunos,136.0,74.31693989071039,4.0,De 60% a 80%,Médio,Maior que 50%,58.5,83.2,4.4,12.4,589.34,508.8639705882353,20.588235294117645,46.32352941176471,33.088235294117645,0.0,0.0
1.2011584E7,ESC ALCIMAR NUNES LEITAO,AC,RIO BRANCO,Estadual,Urbana,82.0,De 61 a 90 alunos,65.0,79.26829268292683,3.0,De 60% a 80%,Médio Alto,Maior que 50%,84.6,82.8,12.8,4.4,587.67,523.6212121212121,20.0,38.46153846153847,41.53846153846154,0.0,0.0
1.2012017E7,ESC HUMBERTO SOARES DA COSTA,AC,RIO BRANCO,Estadual,Urbana,66.0,De 61 a 90 alunos,47.0,71.21212121212122,0.0,De 60% a 80%,Médio,Maior que 50%,53.8,93.0,7.0,0.0,543.9366666666666,504.1212765957447,23.404255319148938,55.319148936170215,21.27659574468085,0.0,0.0
1.2012181E7,ESC PROF JOSE RODRIGUES LEITE,AC,RIO BRANCO,Estadual,Urbana,298.0,Mais que 90 alunos,261.0,87.58389261744966,3.0,De 60% a 80%,Médio Alto,Maior que 50%,85.3,95.9,2.9,1.2,641.4133333333334,542.9394636015326,7.2796934865900385,44.827586206896555,45.593869731800766,2.2988505747126435,0.0
1.2012556E7,ESC PROF HELOISA MOURAO MARQUES,AC,RIO BRANCO,Estadual,Urbana,243.0,Mais que 90 alunos,188.0,77.36625514403292,1.0,De 60% a 80%,Médio,Maior que 50%,78.4,55.0,18.0,27.0,630.4366666666667,541.1712765957448,11.170212765957446,38.82978723404255,46.808510638297875,3.1914893617021276,0.0
1.2012564E7,ESC HENRIQUE LIMA,AC,RIO BRANCO,Estadual,Urbana,109.0,Mais que 90 alunos,57.0,52.293577981651374,1.0,De 40% a 60%,Médio,Até 50%,45.1,64.1,26.7,9.2,560.82,513.9649122807018,17.543859649122805,52.63157894736842,29.82456140350877,0.0,0.0
1.201258E7,ESC INSTITUTO DE EDUCACAO LOURENCO FILHO,AC,RIO BRANCO,Estadual,Urbana,97.0,Mais que 90 alunos,75.0,77.31958762886599,1.0,De 60% a 80%,Médio,Maior que 50%,68.9,60.5,36.5,3.0,576.12,511.5080000000001,20.0,50.66666666666667,29.333333333333332,0.0,0.0
1.201275E7,ESC LEONCIO DE CARVALHO,AC,RIO BRANCO,Estadual,Urbana,187.0,Mais que 90 alunos,108.0,57.75401069518716,0.0,De 60% a 80%,Médio,Maior que 50%,64.6,70.5,12.0,17.5,580.8266666666666,514.4212962962963,16.666666666666664,50.0,33.33333333333333,0.0,0.0
1.2013013E7,ESC LOURIVAL SOMBRA PEREIRA LIMA,AC,RIO BRANCO,Estadual,Urbana,110.0,Mais que 90 alunos,95.0,86.36363636363636,1.0,De 60% a 80%,Médio Alto,Maior que 50%,84.1,80.6,9.9,9.5,587.7516129032259,519.7442105263158,16.842105263157894,44.21052631578947,38.94736842105263,0.0,0.0
1.201334E7,ESCOLA PRESBITERIANA JOAO CALVINO,AC,RIO BRANCO,Estadual,Urbana,141.0,Mais que 90 alunos,128.0,90.78014184397163,3.0,Menos de 20%,Alto,Maior que 50%,57.9,92.3,6.5,1.2,607.0433333333333,526.96796875,12.5,49.21875,35.9375,2.34375,0.0
1.202734E7,ESC LOURIVAL PINHO,AC,RIO BRANCO,Estadual,Urbana,453.0,Mais que 90 alunos,269.0,59.38189845474614,3.0,De 60% a 80%,Médio Baixo,Maior que 50%,67.7,55.2,17.7,27.1,605.1966666666667,514.6899628252788,15.613382899628252,52.78810408921933,30.855018587360593,0.7434944237918215,0.0
1.2027758E7,ESC GLORIA PEREZ,AC,RIO BRANCO,Estadual,Urbana,317.0,Mais que 90 alunos,188.0,59.305993690851736,7.0,De 40% a 60%,Médio,Maior que 50%,54.2,69.8,13.3,16.9,606.9666666666667,515.2117021276596,16.48936170212766,51.06382978723404,31.914893617021278,0.5319148936170213,0.0
1.2028037E7,ESC JORNALISTA ARMANDO NOGUEIRA,AC,RIO BRANCO,Estadual,Urbana,368.0,Mais que 90 alunos,269.0,73.09782608695652,3.0,De 60% a 80%,Médio,Maior que 50%,50.1,79.5,18.3,2.2,629.0200000000001,522.2078066914498,14.869888475836431,48.698884758364315,33.82899628252788,2.6022304832713754,0.0
1.202886E7,ESC JOSE RIBAMAR BATISTA,AC,RIO BRANCO,Estadual,Urbana,366.0,Mais que 90 alunos,221.0,60.38251366120219,3.0,De 60% a 80%,Médio Baixo,Maior que 50%,68.5,75.6,15.8,8.6,636.4599999999999,527.6443438914027,13.574660633484163,46.15384615384615,38.46153846153847,1.809954751131222,0.0
1.2044636E7,ESC PROF PEDRO MARTINELLO,AC,RIO BRANCO,Estadual,Urbana,94.0,Mais que 90 alunos,62.0,65.95744680851064,3.0,80% ou mais,Médio Baixo,Maior que 50%,69.6,74.9,15.7,9.4,544.9133333333333,497.43548387096774,19.35483870967742,61.29032258064516,19.35483870967742,0.0,0.0
1.2044822E7,ESC SEBASTIAO PEDROSA,AC,RIO BRANCO,Estadual,Urbana,250.0,Mais que 90 alunos,151.0,60.4,2.0,De 60% a 80%,Médio Baixo,Maior que 50%,83.8,64.8,24.7,10.5,593.4566666666667,505.54039735099343,19.867549668874172,56.95364238410596,23.178807947019866,0.0,0.0
1.2052221E7,ESC PROF CLICIA GADELHA,AC,RIO BRANCO,Estadual,Urbana,293.0,Mais que 90 alunos,170.0,58.02047781569966,1.0,De 60% a 80%,Médio Baixo,Maior que 50%,74.1,65.2,18.5,16.3,604.91,517.2158823529412,16.470588235294116,49.411764705882355,32.94117647058823,1.1764705882352942,0.0
1.201141E7,ESC COLEGIO DE APLICACAO UFAC,AC,RIO BRANCO,Federal,Urbana,28.0,De 1 a 30 alunos,27.0,96.42857142857143,0.0,De 60% a 80%,Alto,Maior que 50%,89.6,80.5,19.5,0.0,,587.2555555555556,3.7037037037037033,18.51851851851852,59.25925925925925,18.51851851851852,0.0
1.2030961E7,INSTITUTO FEDERAL DO ACRE CAMPUS RIO BRANCO,AC,RIO BRANCO,Federal,Urbana,12.0,De 1 a 30 alunos,12.0,100.0,0.0,Menos de 20%,Sem informação,Maior que 50%,91.9,51.6,48.4,0.0,,568.775,8.333333333333332,8.333333333333332,75.0,8.333333333333332,0.0
1.2010928E7,ESC COLEGIO ADVENTISTA DE RIO BRANCO,AC,RIO BRANCO,Privada,Urbana,44.0,De 31 a 60 alunos,34.0,77.27272727272727,0.0,De 60% a 80%,Alto,Maior que 50%,55.8,92.2,7.3,0.5,581.0533333333334,568.4529411764706,2.941176470588235,38.23529411764706,52.94117647058824,5.88235294117647,0.0
1.2010936E7,ESC CENTRO EDUCACIONAL E CULTURAL - META,AC,RIO BRANCO,Privada,Urbana,160.0,Mais que 90 alunos,145.0,90.625,1.0,De 60% a 80%,Muito Alto,Maior que 50%,74.7,97.7,2.3,0.0,685.0838709677419,602.471724137931,4.137931034482759,12.413793103448276,59.310344827586206,24.137931034482758,0.0
1.201437E7,ESC INSTITUTO IMACULADA CONCEICAO,AC,RIO BRANCO,Privada,Urbana,69.0,De 61 a 90 alunos,65.0,94.20289855072464,0.0,80% ou mais,Alto,Maior que 50%,78.9,96.6,2.2,1.2,620.99,571.2969230769231,6.153846153846154,27.692307692307693,60.0,6.153846153846154,0.0
1.201907E7,ESC MAX REINO ENCANTADO,AC,RIO BRANCO,Privada,Urbana,14.0,De 1 a 30 alunos,14.0,100.0,0.0,De 20% a 40%,Muito Alto,Maior que 50%,71.9,100.0,0.0,0.0,,535.15,21.428571428571427,35.714285714285715,35.714285714285715,7.142857142857142,0.0
1.2021261E7,ESC COLEGIO VITORIA,AC,RIO BRANCO,Privada,Urbana,32.0,De 31 a 60 alunos,28.0,87.5,0.0,De 60% a 80%,Muito Alto,Até 50%,50.0,97.0,3.0,0.0,,565.1928571428572,7.142857142857142,21.428571428571427,67.85714285714286,3.571428571428571,0.0
1.2022969E7,ESC ASSOCIACAO MODELAR DE ENSINO A M E,AC,RIO BRANCO,Privada,Urbana,41.0,De 31 a 60 alunos,35.0,85.36585365853658,0.0,De 60% a 80%,Muito Alto,Até 50%,40.5,100.0,0.0,0.0,593.2266666666667,571.48,5.714285714285714,17.142857142857142,68.57142857142857,8.571428571428571,0.0
1.2026409E7,ESC COLEGIO ALTERNATIVO DO ACRE LTDA,AC,RIO BRANCO,Privada,Urbana,53.0,De 31 a 60 alunos,47.0,88.67924528301887,0.0,De 40% a 60%,Muito Alto,Até 50%,46.2,89.5,10.0,0.5,624.683870967742,596.1617021276595,0.0,14.893617021276595,72.3404255319149,12.76595744680851,0.0
1.202653E7,ESCOLA DE EDUCACAO BASCIA E PROFISSIONAL FUNDACAO BRADESCO,AC,RIO BRANCO,Privada,Urbana,66.0,De 61 a 90 alunos,58.0,87.87878787878788,0.0,80% ou mais,Médio,Maior que 50%,76.9,92.9,7.1,0.0,602.49,551.7068965517242,6.896551724137931,34.48275862068966,58.620689655172406,0.0,0.0
1.2028835E7,ESC COLEGIO LATO SENSU,AC,RIO BRANCO,Privada,Urbana,45.0,De 31 a 60 alunos,42.0,93.33333333333333,0.0,80% ou mais,Muito Alto,Maior que 50%,90.3,99.1,0.9,0.0,658.8199999999999,638.9928571428571,0.0,2.380952380952381,52.38095238095239,45.23809523809524,0.0
1.2030058E7,ESC DE ENSINO MEDIO E TECNICO PLACIDO DE CASTRO,AC,RIO BRANCO,Privada,Urbana,30.0,De 1 a 30 alunos,28.0,93.33333333333333,0.0,De 60% a 80%,Muito Alto,Maior que 50%,61.5,96.9,3.1,0.0,,616.2214285714286,0.0,10.714285714285714,67.85714285714286,21.428571428571427,0.0
1.2031682E7,COLEGIO SIGMA,AC,RIO BRANCO,Privada,Urbana,37.0,De 31 a 60 alunos,37.0,100.0,1.0,Menos de 20%,Muito Alto,Até 50%,37.3,94.3,4.8,0.9,661.4533333333333,639.727027027027,0.0,5.405405405405405,43.24324324324324,45.94594594594595,5.405405405405405
1.2022004E7,ESC FRANCISCO BRAGA DE SOUZA,AC,RODRIGUES ALVES,Estadual,Urbana,92.0,Mais que 90 alunos,65.0,70.65217391304348,1.0,De 60% a 80%,Médio Baixo,Maior que 50%,54.7,86.5,6.3,7.2,539.3966666666666,491.1276923076923,27.692307692307693,53.84615384615385,18.461538461538463,0.0,0.0
1.2028851E7,ESC PADRE PAOLINO MARIA BALDASSARI,AC,SANTA ROSA DO PURUS,Estadual,Urbana,38.0,De 31 a 60 alunos,23.0,60.526315789473685,0.0,De 60% a 80%,Baixo,Até 50%,28.4,91.9,2.7,5.4,,480.5391304347826,43.47826086956522,39.130434782608695,17.391304347826086,0.0,0.0
1.2030945E7,INSTITUTO FEDERAL DO ACRE CAMPUS SENA MADUREIRA,AC,SENA MADUREIRA,Federal,Urbana,28.0,De 1 a 30 alunos,23.0,82.14285714285714,0.0,80% ou mais,Sem informação,Maior que 50%,79.5,60.0,30.0,10.0,,532.2,4.3478260869565215,52.17391304347826,39.130434782608695,4.3478260869565215,0.0
1.2014591E7,ESC 15 DE JUNHO,AC,SENADOR GUIOMARD,Estadual,Urbana,243.0,Mais que 90 alunos,131.0,53.90946502057613,0.0,De 60% a 80%,Médio,Maior que 50%,79.5,81.1,8.8,10.1,590.8032258064517,516.4137404580152,17.557251908396946,51.908396946564885,29.770992366412212,0.7633587786259541,0.0
1.201821E7,ESC UNIAO,AC,XAPURI,Estadual,Rural,26.0,De 1 a 30 alunos,16.0,61.53846153846154,0.0,80% ou mais,Sem informação,Até 50%,7.4,100.0,0.0,0.0,,477.9125,18.75,75.0,6.25,0.0,0.0
1.201754E7,ESC DIVINA PROVIDENCIA,AC,XAPURI,Estadual,Urbana,70.0,De 61 a 90 alunos,53.0,75.71428571428571,0.0,De 60% a 80%,Médio,Até 50%,47.5,79.5,8.6,11.9,538.13,488.0132075471698,35.84905660377358,41.509433962264154,22.641509433962266,0.0,0.0
1.2030953E7,INSTITUTO FEDERAL DO ACRE CAMPUS XAPURI,AC,XAPURI,Federal,Urbana,40.0,De 31 a 60 alunos,27.0,67.5,1.0,80% ou mais,Sem informação,Maior que 50%,81.8,84.8,13.2,2.0,,554.9555555555556,3.7037037037037033,37.03703703703704,55.55555555555556,3.7037037037037033,0.0
2.7016331E7,ESCOLA ESTADUAL SENADOR RUI PALMEIRA,AL,ARAPIRACA,Estadual,Urbana,378.0,Mais que 90 alunos,224.0,59.25925925925925,1.0,De 60% a 80%,Médio Baixo,Até 50%,47.3,56.4,25.5,18.1,604.72,522.5004464285714,14.285714285714285,45.535714285714285,39.732142857142854,0.4464285714285714,0.0
2.7016366E7,ESCOLA ESTADUAL ADRIANO JORGE,AL,ARAPIRACA,Estadual,Urbana,73.0,De 61 a 90 alunos,47.0,64.38356164383562,0.0,De 40% a 60%,Médio,Maior que 50%,84.8,67.9,1.9,30.2,550.9633333333334,515.1765957446809,12.76595744680851,57.446808510638306,29.78723404255319,0.0,0.0
2.7016412E7,ESCOLA ESTADUAL MANOEL ANDRE,AL,ARAPIRACA,Estadual,Urbana,50.0,De 31 a 60 alunos,32.0,64.0,0.0,De 60% a 80%,Médio Baixo,Até 50%,47.9,80.3,10.8,8.9,526.7466666666667,519.3000000000001,9.375,53.125,37.5,0.0,0.0
2.701642E7,ESCOLA ESTADUAL DE EDUCACAO BASICA MANOEL LUCIO DA SILVA,AL,ARAPIRACA,Estadual,Urbana,302.0,Mais que 90 alunos,170.0,56.29139072847682,0.0,80% ou mais,Médio Baixo,Maior que 50%,51.1,57.3,20.9,21.8,603.8,515.6711764705882,17.647058823529413,48.8235294117647,32.94117647058823,0.5882352941176471,0.0
2.7016447E7,ESCOLA ESTADUAL PROFº JOSE MOACIR TEOFILO,AL,ARAPIRACA,Estadual,Urbana,67.0,De 61 a 90 alunos,39.0,58.2089552238806,0.0,De 40% a 60%,Médio Baixo,Até 50%,47.8,79.8,3.3,16.9,530.3833333333333,501.3641025641026,20.51282051282051,51.28205128205128,25.64102564102564,2.564102564102564,0.0
2.7016471E7,ESCOLA ESTADUAL DE EDUCACAO BASICA COSTA REGO,AL,ARAPIRACA,Estadual,Urbana,97.0,Mais que 90 alunos,67.0,69.0721649484536,0.0,Menos de 20%,Médio Baixo,Maior que 50%,56.8,59.0,16.1,24.9,586.7199999999999,528.4641791044776,11.940298507462686,49.25373134328358,35.82089552238806,2.9850746268656714,0.0
2.701648E7,ESCOLA ESTADUAL LIONS CLUB,AL,ARAPIRACA,Estadual,Urbana,243.0,Mais que 90 alunos,141.0,58.0246913580247,0.0,80% ou mais,Médio Baixo,Maior que 50%,57.5,64.2,9.3,26.5,592.9033333333334,513.6078014184397,13.47517730496454,58.156028368794324,26.95035460992908,1.4184397163120568,0.0
2.701651E7,ESCOLA ESTADUAL QUINTELLA CAVALCANTI,AL,ARAPIRACA,Estadual,Urbana,522.0,Mais que 90 alunos,332.0,63.601532567049816,0.0,De 60% a 80%,Médio Baixo,Até 50%,45.1,59.8,18.1,22.1,620.9300000000001,529.6027108433736,12.048192771084338,46.3855421686747,41.265060240963855,0.30120481927710846,0.0
2.7226158E7,ESCOLA ESTADUAL DE EDUCACAO BASICA PROFESSORA IZAURA ANTONIA DE LISBOA,AL,ARAPIRACA,Estadual,Urbana,210.0,Mais que 90 alunos,117.0,55.714285714285715,3.0,80% ou mais,Médio Baixo,Maior que 50%,58.3,51.2,30.0,18.8,591.4766666666667,504.31367521367525,25.64102564102564,41.88034188034188,31.62393162393162,0.8547008547008548,0.0
2.7047636E7,INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA DE ALAGOAS CAMPUS ARAPIRACA,AL,ARAPIRACA,Federal,Urbana,148.0,Mais que 90 alunos,123.0,83.1081081081081,0.0,80% ou mais,Médio,Maior que 50%,72.8,82.3,12.9,4.8,651.15,587.6032520325203,3.2520325203252036,24.390243902439025,62.601626016260155,9.75609756097561,0.0
2.7016021E7,COLEGIO CENECISTA NOSSA SENHORA DO BOM CONSELHO,AL,ARAPIRACA,Privada,Urbana,104.0,Mais que 90 alunos,98.0,94.23076923076923,0.0,De 60% a 80%,Médio Alto,Até 50%,49.0,92.6,6.6,0.8,615.4066666666666,552.1132653061225,10.204081632653061,33.6734693877551,54.08163265306123,2.0408163265306123,0.0
2.701603E7,COLEGIO NORMAL SAO FRANCISCO DE ASSIS,AL,ARAPIRACA,Privada,Urbana,62.0,De 61 a 90 alunos,62.0,100.0,0.0,80% ou mais,Alto,Até 50%,48.8,98.9,0.6,0.5,623.09,583.2548387096774,1.6129032258064515,16.129032258064516,75.80645161290323,6.451612903225806,0.0
